Mortgage Type,<= 2.5 ,3,3.5,4,4.5,5,> 5.0,Measure,Agency,Date
SINGLE FAMILY 15Y,69,76,112,76,16,6,5,NUMBER OF TRADES,FNMA,03/27/2019
SINGLE FAMILY 15Y,99.1,100.5,102,103.5,102.4,*,100.5,AVERAGE PRICE,FHLMC,03/27/2019
SINGLE FAMILY 15Y,99.4,101.1,102.6,103.9,106.4,*,103.5,WEIGHTED AVG. PRICE,FHLMC,03/27/2019
SINGLE FAMILY 15Y,97.5,99,100.5,100.9,100.5,*,100.5,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/27/2019
SINGLE FAMILY 15Y,99,99.8,101.7,103.2,100.1,*,*,2ND QUARTILE PRICE,FHLMC,03/27/2019
SINGLE FAMILY 15Y,99.5,101,102,104.1,102.4,*,*,3RD QUARTILE PRICE,FHLMC,03/27/2019
SINGLE FAMILY 15Y,99.7,101.2,102.5,104.4,106.2,*,*,4TH QUARTILE PRICE,FHLMC,03/27/2019
SINGLE FAMILY 15Y,99.9,101.3,102.6,104.4,105.2,*,100.5,AVG. PRICE TOP 5 TRADES,FHLMC,03/27/2019
SINGLE FAMILY 15Y,0.9,0.9,0.6,1.4,2.5,*,1.9,STANDARD DEVIATION,FHLMC,03/27/2019
SINGLE FAMILY 15Y,52528.9,305946.7,677293,114966.2,13152.5,*,140.5,VOLUME OF TRADES (000'S),FHLMC,03/27/2019
SINGLE FAMILY 15Y,35,40,67,51,15,*,5,NUMBER OF TRADES,FHLMC,03/27/2019
SINGLE FAMILY 15Y,*,*,*,102.3,0,*,*,AVERAGE PRICE,GNMA,03/27/2019
SINGLE FAMILY 15Y,*,*,*,103.6,0,*,*,WEIGHTED AVG. PRICE,GNMA,03/27/2019
SINGLE FAMILY 15Y,*,*,*,102.3,0,*,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/27/2019
SINGLE FAMILY 15Y,*,*,*,*,0,*,*,2ND QUARTILE PRICE,GNMA,03/27/2019
SINGLE FAMILY 15Y,*,*,*,*,0,*,*,3RD QUARTILE PRICE,GNMA,03/27/2019
SINGLE FAMILY 15Y,*,*,*,*,0,*,*,4TH QUARTILE PRICE,GNMA,03/27/2019
SINGLE FAMILY 15Y,*,*,*,102.3,0,*,*,AVG. PRICE TOP 5 TRADES,GNMA,03/27/2019
SINGLE FAMILY 15Y,*,*,*,1.3,0,*,*,STANDARD DEVIATION,GNMA,03/27/2019
SINGLE FAMILY 15Y,*,*,*,5468.7,0,*,*,VOLUME OF TRADES (000'S),GNMA,03/27/2019
SINGLE FAMILY 15Y,*,*,*,8,0,*,*,NUMBER OF TRADES,GNMA,03/27/2019
SINGLE FAMILY 30Y,*,99.8,101.6,103,104.5,105.1,106.3,AVERAGE PRICE,FNMA,03/27/2019
SINGLE FAMILY 30Y,*,100,101.9,103.2,104.6,108.4,111.8,WEIGHTED AVG. PRICE,FNMA,03/27/2019
SINGLE FAMILY 30Y,*,96.2,98.8,99.4,101.6,99.6,92.2,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/27/2019
SINGLE FAMILY 30Y,*,99.9,101.3,102.8,104.2,104.3,105.2,2ND QUARTILE PRICE,FNMA,03/27/2019
SINGLE FAMILY 30Y,*,100,101.6,103.1,104.6,105.6,108,3RD QUARTILE PRICE,FNMA,03/27/2019
SINGLE FAMILY 30Y,*,100.1,101.9,103.3,105.1,106.9,109.7,4TH QUARTILE PRICE,FNMA,03/27/2019
SINGLE FAMILY 30Y,*,100.7,102.8,104.6,106.7,108.6,113.4,AVG. PRICE TOP 5 TRADES,FNMA,03/27/2019
SINGLE FAMILY 30Y,*,0.8,0.7,0.7,0.7,3,6,STANDARD DEVIATION,FNMA,03/27/2019
SINGLE FAMILY 30Y,*,1668698.7,2990745.2,2395928.9,930763.3,12682.1,5520.7,VOLUME OF TRADES (000'S),FNMA,03/27/2019
SINGLE FAMILY 30Y,*,148,166,237,261,45,74,NUMBER OF TRADES,FNMA,03/27/2019
SINGLE FAMILY 30Y,0,99.8,101.5,103.1,106,106.6,107.9,AVERAGE PRICE,FHLMC,03/27/2019
SINGLE FAMILY 30Y,0,100.1,101.8,103.4,105.7,106.4,109.5,WEIGHTED AVG. PRICE,FHLMC,03/27/2019
SINGLE FAMILY 30Y,0,98.9,99.8,102.1,103.1,105.6,104,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/27/2019
SINGLE FAMILY 30Y,0,99.6,101.2,102.3,106.2,105.9,107.3,2ND QUARTILE PRICE,FHLMC,03/27/2019
SINGLE FAMILY 30Y,0,99.8,101.4,103.1,106.2,106.3,109.4,3RD QUARTILE PRICE,FHLMC,03/27/2019
SINGLE FAMILY 30Y,0,100,101.8,103.8,106.3,107.8,109.5,4TH QUARTILE PRICE,FHLMC,03/27/2019
SINGLE FAMILY 30Y,0,100.6,102.9,104.7,106.6,107.9,109.8,AVG. PRICE TOP 5 TRADES,FHLMC,03/27/2019
SINGLE FAMILY 30Y,0,0.5,0.7,0.9,0.7,1.1,3.2,STANDARD DEVIATION,FHLMC,03/27/2019
SINGLE FAMILY 30Y,0,283406.5,1313279.4,841664.1,225013.7,23615,5562.3,VOLUME OF TRADES (000'S),FHLMC,03/27/2019
SINGLE FAMILY 30Y,0,79,116,81,454,19,21,NUMBER OF TRADES,FHLMC,03/27/2019
SINGLE FAMILY 30Y,0,100,101.9,103.4,103.8,103.6,102.7,AVERAGE PRICE,GNMA,03/27/2019
SINGLE FAMILY 30Y,0,100.8,102.5,103.6,104.4,104.3,108.3,WEIGHTED AVG. PRICE,GNMA,03/27/2019
SINGLE FAMILY 30Y,0,98.1,98.8,100.4,100.9,101,56.5,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/27/2019
SINGLE FAMILY 30Y,0,100.2,102.4,103.4,102,101.1,99.9,2ND QUARTILE PRICE,GNMA,03/27/2019
SINGLE FAMILY 30Y,0,100.7,102.5,103.5,104.3,103.3,105,3RD QUARTILE PRICE,GNMA,03/27/2019
SINGLE FAMILY 30Y,0,100.9,102.6,104.4,104.4,105.1,107.3,4TH QUARTILE PRICE,GNMA,03/27/2019
SINGLE FAMILY 30Y,0,100.9,103.2,105.1,107.2,108.5,113,AVG. PRICE TOP 5 TRADES,GNMA,03/27/2019
SINGLE FAMILY 30Y,0,1.5,1.4,1.3,1.9,2.1,9.7,STANDARD DEVIATION,GNMA,03/27/2019
SINGLE FAMILY 30Y,0,828306.4,401345.7,1309329.7,671531.1,1210503.1,21081.9,VOLUME OF TRADES (000'S),GNMA,03/27/2019
SINGLE FAMILY 30Y,0,18,37,75,76,99,297,NUMBER OF TRADES,GNMA,03/27/2019
SINGLE FAMILY 15Y,98.9,100.8,101.4,102.3,102.5,*,101.9,AVERAGE PRICE,FNMA,03/28/2019
SINGLE FAMILY 15Y,99.3,101,101.9,104,103.9,*,103.4,WEIGHTED AVG. PRICE,FNMA,03/28/2019
SINGLE FAMILY 15Y,96.7,97.8,98.5,100,101.9,*,99,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/28/2019
SINGLE FAMILY 15Y,98.8,100.9,101.3,101.6,101.9,*,101.1,2ND QUARTILE PRICE,FNMA,03/28/2019
SINGLE FAMILY 15Y,99.2,101,101.5,102.5,102.3,*,102.9,3RD QUARTILE PRICE,FNMA,03/28/2019
SINGLE FAMILY 15Y,99.6,101,102.3,103.4,103.6,*,103.4,4TH QUARTILE PRICE,FNMA,03/28/2019
SINGLE FAMILY 15Y,99.7,101.6,103,105.7,103.7,*,105,AVG. PRICE TOP 5 TRADES,FNMA,03/28/2019
SINGLE FAMILY 15Y,0.9,0.5,1.2,2,0.9,*,4.2,STANDARD DEVIATION,FNMA,03/28/2019
SINGLE FAMILY 15Y,41890.7,1252999.6,58226.2,23747.9,8224.8,*,24419.1,VOLUME OF TRADES (000'S),FNMA,03/28/2019
SINGLE FAMILY 15Y,57,300,119,50,22,*,16,NUMBER OF TRADES,FNMA,03/28/2019
SINGLE FAMILY 15Y,99.5,100.8,101.8,102.6,101.5,100.7,*,AVERAGE PRICE,FHLMC,03/28/2019
SINGLE FAMILY 15Y,99.5,101.1,102.5,103.7,102.3,103.1,*,WEIGHTED AVG. PRICE,FHLMC,03/28/2019
SINGLE FAMILY 15Y,98.7,98.7,100.4,101.3,99.9,100.7,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/28/2019
SINGLE FAMILY 15Y,99.2,100.4,101,101.9,100.7,*,*,2ND QUARTILE PRICE,FHLMC,03/28/2019
SINGLE FAMILY 15Y,99.5,101,102.4,103.3,101.9,*,*,3RD QUARTILE PRICE,FHLMC,03/28/2019
SINGLE FAMILY 15Y,99.6,101.3,102.4,103.8,103.3,*,*,4TH QUARTILE PRICE,FHLMC,03/28/2019
SINGLE FAMILY 15Y,100.4,102.3,102.6,104.1,102.7,100.7,*,AVG. PRICE TOP 5 TRADES,FHLMC,03/28/2019
SINGLE FAMILY 15Y,1,1.1,1,1.6,1.7,1.9,*,STANDARD DEVIATION,FHLMC,03/28/2019
SINGLE FAMILY 15Y,45393.2,149531.5,123776.8,26446.3,908.1,182.3,*,VOLUME OF TRADES (000'S),FHLMC,03/28/2019
SINGLE FAMILY 15Y,20,41,85,27,18,9,*,NUMBER OF TRADES,FHLMC,03/28/2019
SINGLE FAMILY 15Y,0,*,102.7,*,*,102,105.7,AVERAGE PRICE,GNMA,03/28/2019
SINGLE FAMILY 15Y,0,*,102.3,*,*,101.6,106,WEIGHTED AVG. PRICE,GNMA,03/28/2019
SINGLE FAMILY 15Y,0,*,102.7,*,*,102,103.7,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/28/2019
SINGLE FAMILY 15Y,0,*,*,*,*,*,103.6,2ND QUARTILE PRICE,GNMA,03/28/2019
SINGLE FAMILY 15Y,0,*,*,*,*,*,106,3RD QUARTILE PRICE,GNMA,03/28/2019
SINGLE FAMILY 15Y,0,*,*,*,*,*,109,4TH QUARTILE PRICE,GNMA,03/28/2019
SINGLE FAMILY 15Y,0,*,102.7,*,*,102,107.4,AVG. PRICE TOP 5 TRADES,GNMA,03/28/2019
SINGLE FAMILY 15Y,0,*,0.7,*,*,1.4,2.1,STANDARD DEVIATION,GNMA,03/28/2019
SINGLE FAMILY 15Y,0,*,275.9,*,*,17.9,115.4,VOLUME OF TRADES (000'S),GNMA,03/28/2019
SINGLE FAMILY 15Y,0,*,5,*,*,5,15,NUMBER OF TRADES,GNMA,03/28/2019
SINGLE FAMILY 30Y,*,99.7,101.6,102.6,104.8,105.5,106,AVERAGE PRICE,FNMA,03/28/2019
SINGLE FAMILY 30Y,*,99.7,101.8,103.1,104.7,106.7,108.1,WEIGHTED AVG. PRICE,FNMA,03/28/2019
SINGLE FAMILY 30Y,*,97.7,98.4,98.4,99.6,102.7,96.2,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/28/2019
SINGLE FAMILY 30Y,*,99.3,101.3,102.6,104.1,105,105,2ND QUARTILE PRICE,FNMA,03/28/2019
SINGLE FAMILY 30Y,*,99.6,101.6,102.8,104.6,105.7,107,3RD QUARTILE PRICE,FNMA,03/28/2019
SINGLE FAMILY 30Y,*,100.7,102.2,103.2,106.3,107,107.8,4TH QUARTILE PRICE,FNMA,03/28/2019
SINGLE FAMILY 30Y,*,101.1,102.7,104.5,106.3,107.9,112.9,AVG. PRICE TOP 5 TRADES,FNMA,03/28/2019
SINGLE FAMILY 30Y,*,1,0.8,1.1,1.6,1.9,4.4,STANDARD DEVIATION,FNMA,03/28/2019
SINGLE FAMILY 30Y,*,1003393.7,1050920.3,1397268.3,938193.7,39156.8,12187.7,VOLUME OF TRADES (000'S),FNMA,03/28/2019
SINGLE FAMILY 30Y,*,132,311,236,330,60,131,NUMBER OF TRADES,FNMA,03/28/2019
SINGLE FAMILY 30Y,*,99.5,101.6,102.6,105,108,105.3,AVERAGE PRICE,FHLMC,03/28/2019
SINGLE FAMILY 30Y,*,99.8,101.8,103,106.4,108.3,108,WEIGHTED AVG. PRICE,FHLMC,03/28/2019
SINGLE FAMILY 30Y,*,98.1,99.3,99.9,101.4,103.2,96,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/28/2019
SINGLE FAMILY 30Y,*,99.3,101.3,102.5,104.3,107.6,102.8,2ND QUARTILE PRICE,FHLMC,03/28/2019
SINGLE FAMILY 30Y,*,99.5,101.7,102.8,106,108.5,107,3RD QUARTILE PRICE,FHLMC,03/28/2019
SINGLE FAMILY 30Y,*,99.8,102.3,103,106.4,108.6,107,4TH QUARTILE PRICE,FHLMC,03/28/2019
SINGLE FAMILY 30Y,*,101.6,102.7,104.1,107.2,108.8,107.2,AVG. PRICE TOP 5 TRADES,FHLMC,03/28/2019
SINGLE FAMILY 30Y,*,0.8,0.8,0.9,1.6,1.2,4.5,STANDARD DEVIATION,FHLMC,03/28/2019
SINGLE FAMILY 30Y,*,214645.7,804113.7,2845346.6,2430168.1,713731.2,9782.2,VOLUME OF TRADES (000'S),FHLMC,03/28/2019
SINGLE FAMILY 30Y,*,117,267,158,208,198,57,NUMBER OF TRADES,FHLMC,03/28/2019
SINGLE FAMILY 30Y,*,100.8,101.9,103.5,104.8,104.5,104.3,AVERAGE PRICE,GNMA,03/28/2019
SINGLE FAMILY 30Y,*,100.6,102.6,103.4,105.1,104.8,109.2,WEIGHTED AVG. PRICE,GNMA,03/28/2019
SINGLE FAMILY 30Y,*,100.5,101.5,101.4,101,103.1,74.4,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/28/2019
SINGLE FAMILY 30Y,*,100.6,101.5,103.1,102.7,103.6,102,2ND QUARTILE PRICE,GNMA,03/28/2019
SINGLE FAMILY 30Y,*,100.7,101.5,103.5,106.3,104.7,107.5,3RD QUARTILE PRICE,GNMA,03/28/2019
SINGLE FAMILY 30Y,*,101.1,102.4,104.5,106.3,105.1,108.4,4TH QUARTILE PRICE,GNMA,03/28/2019
SINGLE FAMILY 30Y,*,101,103,105.1,106.5,106.9,112.2,AVG. PRICE TOP 5 TRADES,GNMA,03/28/2019
SINGLE FAMILY 30Y,*,0.4,0.6,1.3,2,1.5,9.9,STANDARD DEVIATION,GNMA,03/28/2019
SINGLE FAMILY 30Y,*,627435,2693659.9,1067291.3,204225.8,31988.4,8840.5,VOLUME OF TRADES (000'S),GNMA,03/28/2019
SINGLE FAMILY 30Y,*,17,63,52,66,31,217,NUMBER OF TRADES,GNMA,03/28/2019
SINGLE FAMILY 15Y,98.4,100.1,101.8,103.3,103.7,*,100,AVERAGE PRICE,FNMA,03/29/2019
SINGLE FAMILY 15Y,99.2,100.9,102,104.5,107.1,*,103.4,WEIGHTED AVG. PRICE,FNMA,03/29/2019
SINGLE FAMILY 15Y,95.8,97.9,97.1,101.7,100.2,*,97.9,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/29/2019
SINGLE FAMILY 15Y,98.2,100.1,101.6,102.6,103.4,*,101.9,2ND QUARTILE PRICE,FNMA,03/29/2019
SINGLE FAMILY 15Y,99,100.1,102.3,103.2,105.2,*,102.8,3RD QUARTILE PRICE,FNMA,03/29/2019
SINGLE FAMILY 15Y,99.4,100.7,102.3,104.2,106.5,*,103.8,4TH QUARTILE PRICE,FNMA,03/29/2019
SINGLE FAMILY 15Y,99.6,101.2,102.6,105.3,106.6,*,103.3,AVG. PRICE TOP 5 TRADES,FNMA,03/29/2019
SINGLE FAMILY 15Y,1.4,1,1.1,1.3,4.7,*,5.6,STANDARD DEVIATION,FNMA,03/29/2019
SINGLE FAMILY 15Y,146187.8,379848,363377.3,48544.9,29017,*,527.2,VOLUME OF TRADES (000'S),FNMA,03/29/2019
SINGLE FAMILY 15Y,48,64,176,34,12,*,8,NUMBER OF TRADES,FNMA,03/29/2019
SINGLE FAMILY 15Y,98.9,100.9,102.3,101.9,102.5,*,100.1,AVERAGE PRICE,FHLMC,03/29/2019
SINGLE FAMILY 15Y,99.6,101,102.4,104.3,103.2,*,102.9,WEIGHTED AVG. PRICE,FHLMC,03/29/2019
SINGLE FAMILY 15Y,98.9,100.5,101.6,100.9,102.5,*,100.1,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/29/2019
SINGLE FAMILY 15Y,*,100.6,102.4,102.3,*,*,*,2ND QUARTILE PRICE,FHLMC,03/29/2019
SINGLE FAMILY 15Y,*,101,102.4,104.1,*,*,*,3RD QUARTILE PRICE,FHLMC,03/29/2019
SINGLE FAMILY 15Y,*,101.1,102.4,104.5,*,*,*,4TH QUARTILE PRICE,FHLMC,03/29/2019
SINGLE FAMILY 15Y,98.9,101.4,102.5,103.8,102.5,*,100.1,AVG. PRICE TOP 5 TRADES,FHLMC,03/29/2019
SINGLE FAMILY 15Y,1.6,0.5,0.3,4.5,1.2,*,4.7,STANDARD DEVIATION,FHLMC,03/29/2019
SINGLE FAMILY 15Y,14339.8,34487.1,78243.7,3002.5,314.9,*,548.3,VOLUME OF TRADES (000'S),FHLMC,03/29/2019
SINGLE FAMILY 15Y,5,26,57,7,6,*,5,NUMBER OF TRADES,FHLMC,03/29/2019
SINGLE FAMILY 15Y,0,*,0,*,*,*,0,AVERAGE PRICE,GNMA,03/29/2019
SINGLE FAMILY 15Y,0,*,0,*,*,*,0,WEIGHTED AVG. PRICE,GNMA,03/29/2019
SINGLE FAMILY 15Y,0,*,0,*,*,*,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/29/2019
SINGLE FAMILY 15Y,0,*,0,*,*,*,0,2ND QUARTILE PRICE,GNMA,03/29/2019
SINGLE FAMILY 15Y,0,*,0,*,*,*,0,3RD QUARTILE PRICE,GNMA,03/29/2019
SINGLE FAMILY 15Y,0,*,0,*,*,*,0,4TH QUARTILE PRICE,GNMA,03/29/2019
SINGLE FAMILY 15Y,0,*,0,*,*,*,0,AVG. PRICE TOP 5 TRADES,GNMA,03/29/2019
SINGLE FAMILY 15Y,0,*,0,*,*,*,0,STANDARD DEVIATION,GNMA,03/29/2019
SINGLE FAMILY 15Y,0,*,0,*,*,*,0,VOLUME OF TRADES (000'S),GNMA,03/29/2019
SINGLE FAMILY 15Y,0,*,0,*,*,*,0,NUMBER OF TRADES,GNMA,03/29/2019
SINGLE FAMILY 30Y,*,99.3,101,102.6,105.3,105.7,99.8,AVERAGE PRICE,FNMA,03/29/2019
SINGLE FAMILY 30Y,*,99.8,101.7,103,105,106,110.7,WEIGHTED AVG. PRICE,FNMA,03/29/2019
SINGLE FAMILY 30Y,*,96.2,97.6,98.6,100.1,103.1,85.9,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/29/2019
SINGLE FAMILY 30Y,*,99.1,100.5,102.2,104,105.5,92,2ND QUARTILE PRICE,FNMA,03/29/2019
SINGLE FAMILY 30Y,*,99.6,101.3,102.9,106.2,105.8,103.3,3RD QUARTILE PRICE,FNMA,03/29/2019
SINGLE FAMILY 30Y,*,100,101.7,103.5,106.2,105.9,108.5,4TH QUARTILE PRICE,FNMA,03/29/2019
SINGLE FAMILY 30Y,*,100.1,102.4,104.9,106.7,109.1,113.7,AVG. PRICE TOP 5 TRADES,FNMA,03/29/2019
SINGLE FAMILY 30Y,*,1,1,1.3,1.3,1.6,10.6,STANDARD DEVIATION,FNMA,03/29/2019
SINGLE FAMILY 30Y,*,837897.8,1755448.7,5227059,743523.5,208785.4,6466.4,VOLUME OF TRADES (000'S),FNMA,03/29/2019
SINGLE FAMILY 30Y,*,82,178,217,320,72,58,NUMBER OF TRADES,FNMA,03/29/2019
SINGLE FAMILY 30Y,*,99.3,101.4,102.6,104.1,107.1,99.5,AVERAGE PRICE,FHLMC,03/29/2019
SINGLE FAMILY 30Y,*,99.7,101.6,103.2,106,108.4,108.6,WEIGHTED AVG. PRICE,FHLMC,03/29/2019
SINGLE FAMILY 30Y,*,97.6,100.7,99.4,99.8,99.1,81.8,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/29/2019
SINGLE FAMILY 30Y,*,99.4,101,102.6,104.2,107.9,97,2ND QUARTILE PRICE,FHLMC,03/29/2019
SINGLE FAMILY 30Y,*,99.4,101.1,102.9,104.3,108.8,100.7,3RD QUARTILE PRICE,FHLMC,03/29/2019
SINGLE FAMILY 30Y,*,99.6,101.7,103.3,105,108.8,107.3,4TH QUARTILE PRICE,FHLMC,03/29/2019
SINGLE FAMILY 30Y,*,100,102.7,104.1,106.5,108.8,111.6,AVG. PRICE TOP 5 TRADES,FHLMC,03/29/2019
SINGLE FAMILY 30Y,*,0.7,0.5,1.1,2.1,3.9,11.2,STANDARD DEVIATION,FHLMC,03/29/2019
SINGLE FAMILY 30Y,*,77053.7,386320.3,525909,570159.4,221873,8192,VOLUME OF TRADES (000'S),FHLMC,03/29/2019
SINGLE FAMILY 30Y,*,58,108,96,51,69,34,NUMBER OF TRADES,FHLMC,03/29/2019
SINGLE FAMILY 30Y,98,100.5,102.1,103.6,103.5,105.2,102.8,AVERAGE PRICE,GNMA,03/29/2019
SINGLE FAMILY 30Y,98,100.5,102.4,103.5,104.1,105.2,108.9,WEIGHTED AVG. PRICE,GNMA,03/29/2019
SINGLE FAMILY 30Y,98,100.4,101.4,103.1,100.9,102.2,70.2,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/29/2019
SINGLE FAMILY 30Y,*,100.5,101.9,103.3,103.9,104.2,100,2ND QUARTILE PRICE,GNMA,03/29/2019
SINGLE FAMILY 30Y,*,100.6,102.2,103.5,104.1,104.9,105,3RD QUARTILE PRICE,GNMA,03/29/2019
SINGLE FAMILY 30Y,*,100.6,102.4,103.8,104.3,107.2,107.5,4TH QUARTILE PRICE,GNMA,03/29/2019
SINGLE FAMILY 30Y,98,100.6,102.8,104.2,104.9,107.1,113.3,AVG. PRICE TOP 5 TRADES,GNMA,03/29/2019
SINGLE FAMILY 30Y,0.1,0.2,0.5,0.4,1.7,1.6,9.1,STANDARD DEVIATION,GNMA,03/29/2019
SINGLE FAMILY 30Y,149822,423305.7,561025.5,692413.8,127872,415404.3,3948.8,VOLUME OF TRADES (000'S),GNMA,03/29/2019
SINGLE FAMILY 30Y,19,16,65,56,24,99,243,NUMBER OF TRADES,GNMA,03/29/2019
SINGLE FAMILY 15Y,99.1,100.3,101,102.5,*,102.2,100.2,AVERAGE PRICE,FNMA,04/01/2019
SINGLE FAMILY 15Y,99.4,100.7,102,103.6,*,103.8,102.5,WEIGHTED AVG. PRICE,FNMA,04/01/2019
SINGLE FAMILY 15Y,98.1,98.7,99.1,101.1,*,100.5,100.2,AVG. PRICE BOTTOM 5 TRADES,FNMA,04/01/2019
SINGLE FAMILY 15Y,98.6,100.2,100.2,101.5,*,100.2,*,2ND QUARTILE PRICE,FNMA,04/01/2019
SINGLE FAMILY 15Y,99.1,100.6,101,102.8,*,103.6,*,3RD QUARTILE PRICE,FNMA,04/01/2019
SINGLE FAMILY 15Y,99.5,100.7,101.8,103.3,*,105.7,*,4TH QUARTILE PRICE,FNMA,04/01/2019
SINGLE FAMILY 15Y,99.8,100.9,102.5,105.6,*,104.0,100.2,AVG. PRICE TOP 5 TRADES,FNMA,04/01/2019
SINGLE FAMILY 15Y,0.7,0.7,1,1.6,*,2.4,3.6,STANDARD DEVIATION,FNMA,04/01/2019
SINGLE FAMILY 15Y,51953.6,998863.6,167834.1,225471.7,*,72069.7,110.6,VOLUME OF TRADES (000'S),FNMA,04/01/2019
SINGLE FAMILY 15Y,36,97,104,37,*,10.0,5,NUMBER OF TRADES,FNMA,04/01/2019
SINGLE FAMILY 15Y,98.4,100.1,101.3,102.7,102.1,100.7,*,AVERAGE PRICE,FHLMC,04/01/2019
SINGLE FAMILY 15Y,99.2,100.7,102.4,104.1,103.4,100.9,*,WEIGHTED AVG. PRICE,FHLMC,04/01/2019
SINGLE FAMILY 15Y,98.2,99.6,100.1,101.3,102.1,100.4,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,04/01/2019
SINGLE FAMILY 15Y,98.2,100.3,100.8,101.8,*,100.5,*,2ND QUARTILE PRICE,FHLMC,04/01/2019
SINGLE FAMILY 15Y,98.2,100.6,101.8,103.2,*,100.8,*,3RD QUARTILE PRICE,FHLMC,04/01/2019
SINGLE FAMILY 15Y,99.2,100.7,102.1,103.9,*,102.2,*,4TH QUARTILE PRICE,FHLMC,04/01/2019
SINGLE FAMILY 15Y,99.4,100.8,102.4,104,102.1,101.0,*,AVG. PRICE TOP 5 TRADES,FHLMC,04/01/2019
SINGLE FAMILY 15Y,0.6,0.9,1.1,1.3,1.5,0.7,*,STANDARD DEVIATION,FHLMC,04/01/2019
SINGLE FAMILY 15Y,43801.9,122548.1,7187.2,8807,145.7,719.6,*,VOLUME OF TRADES (000'S),FHLMC,04/01/2019
SINGLE FAMILY 15Y,20,22,39,15,7,7.0,*,NUMBER OF TRADES,FHLMC,04/01/2019
SINGLE FAMILY 15Y,0,*,102.4,*,0,0.0,0,AVERAGE PRICE,GNMA,04/01/2019
SINGLE FAMILY 15Y,0,*,102.4,*,0,0.0,0,WEIGHTED AVG. PRICE,GNMA,04/01/2019
SINGLE FAMILY 15Y,0,*,102.3,*,0,0.0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,04/01/2019
SINGLE FAMILY 15Y,0,*,102.4,*,0,0.0,0,2ND QUARTILE PRICE,GNMA,04/01/2019
SINGLE FAMILY 15Y,0,*,102.4,*,0,0.0,0,3RD QUARTILE PRICE,GNMA,04/01/2019
SINGLE FAMILY 15Y,0,*,102.5,*,0,0.0,0,4TH QUARTILE PRICE,GNMA,04/01/2019
SINGLE FAMILY 15Y,0,*,102.4,*,0,0.0,0,AVG. PRICE TOP 5 TRADES,GNMA,04/01/2019
SINGLE FAMILY 15Y,0,*,0.1,*,0,0.0,0,STANDARD DEVIATION,GNMA,04/01/2019
SINGLE FAMILY 15Y,0,*,19491.8,*,0,0.0,0,VOLUME OF TRADES (000'S),GNMA,04/01/2019
SINGLE FAMILY 15Y,0,*,12,*,0,0.0,0,NUMBER OF TRADES,GNMA,04/01/2019
SINGLE FAMILY 30Y,97.4,98.8,100.6,102,103.5,102.1,103.5,AVERAGE PRICE,FNMA,04/01/2019
SINGLE FAMILY 30Y,97.6,99.3,101.4,102.8,104.2,105.8,108.5,WEIGHTED AVG. PRICE,FNMA,04/01/2019
SINGLE FAMILY 30Y,96.8,96.8,98.8,97,98.9,92.3,83.2,AVG. PRICE BOTTOM 5 TRADES,FNMA,04/01/2019
SINGLE FAMILY 30Y,96.6,98.5,100.1,101.7,103.2,100.0,100.1,2ND QUARTILE PRICE,FNMA,04/01/2019
SINGLE FAMILY 30Y,97.6,98.9,100.8,102.3,103.8,105.0,105,3RD QUARTILE PRICE,FNMA,04/01/2019
SINGLE FAMILY 30Y,98.7,99.2,101,102.7,104.2,105.6,109.3,4TH QUARTILE PRICE,FNMA,04/01/2019
SINGLE FAMILY 30Y,98.2,99.8,102.2,104.4,106.1,107.9,111.3,AVG. PRICE TOP 5 TRADES,FNMA,04/01/2019
SINGLE FAMILY 30Y,1,0.7,0.8,1.4,1.5,6.3,6.1,STANDARD DEVIATION,FNMA,04/01/2019
SINGLE FAMILY 30Y,16197.1,113106.7,806284.3,2643206.6,312484.4,274237.3,3021.6,VOLUME OF TRADES (000'S),FNMA,04/01/2019
SINGLE FAMILY 30Y,10,75,161,221,151,58.0,150,NUMBER OF TRADES,FNMA,04/01/2019
SINGLE FAMILY 30Y,*,98.8,100.8,102.5,103.8,107.3,102.2,AVERAGE PRICE,FHLMC,04/01/2019
SINGLE FAMILY 30Y,*,99.2,101.4,102.7,105.6,108.0,110.6,WEIGHTED AVG. PRICE,FHLMC,04/01/2019
SINGLE FAMILY 30Y,*,96.8,99.4,101.3,101.6,105.1,86,AVG. PRICE BOTTOM 5 TRADES,FHLMC,04/01/2019
