Mortgage Type,ARM / Seasoned,3/1,5/1,7/1,10/1,Measure,Agency,Date
ARMS/HYBRIDS,101.3,*,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/06/2019
ARMS/HYBRIDS,102.5,*,*,0,0,2ND QUARTILE PRICE,GNMA,03/06/2019
ARMS/HYBRIDS,102.5,*,*,0,0,3RD QUARTILE PRICE,GNMA,03/06/2019
ARMS/HYBRIDS,102.8,*,*,0,0,4TH QUARTILE PRICE,GNMA,03/06/2019
ARMS/HYBRIDS,102.6,*,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/06/2019
ARMS/HYBRIDS,0.5,*,*,0,0,STANDARD DEVIATION,GNMA,03/06/2019
ARMS/HYBRIDS,5466.7,*,*,0,0,VOLUME OF TRADES (000'S),GNMA,03/06/2019
ARMS/HYBRIDS,46,*,*,0,0,NUMBER OF TRADES,GNMA,03/06/2019
ARMS/HYBRIDS,98.3,0,*,0,*,AVERAGE PRICE,FNMA,03/07/2019
ARMS/HYBRIDS,102.6,0,*,0,*,WEIGHTED AVG. PRICE,FNMA,03/07/2019
ARMS/HYBRIDS,98.3,0,*,0,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/07/2019
ARMS/HYBRIDS,*,0,*,0,*,2ND QUARTILE PRICE,FNMA,03/07/2019
ARMS/HYBRIDS,*,0,*,0,*,3RD QUARTILE PRICE,FNMA,03/07/2019
ARMS/HYBRIDS,*,0,*,0,*,4TH QUARTILE PRICE,FNMA,03/07/2019
ARMS/HYBRIDS,98.3,0,*,0,*,AVG. PRICE TOP 5 TRADES,FNMA,03/07/2019
ARMS/HYBRIDS,3.7,0,*,0,*,STANDARD DEVIATION,FNMA,03/07/2019
ARMS/HYBRIDS,112.3,0,*,0,*,VOLUME OF TRADES (000'S),FNMA,03/07/2019
ARMS/HYBRIDS,9,0,*,0,*,NUMBER OF TRADES,FNMA,03/07/2019
ARMS/HYBRIDS,98.8,0,*,0,0,AVERAGE PRICE,FHLMC,03/07/2019
ARMS/HYBRIDS,102.5,0,*,0,0,WEIGHTED AVG. PRICE,FHLMC,03/07/2019
ARMS/HYBRIDS,98.8,0,*,0,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/07/2019
ARMS/HYBRIDS,*,0,*,0,0,2ND QUARTILE PRICE,FHLMC,03/07/2019
ARMS/HYBRIDS,*,0,*,0,0,3RD QUARTILE PRICE,FHLMC,03/07/2019
ARMS/HYBRIDS,*,0,*,0,0,4TH QUARTILE PRICE,FHLMC,03/07/2019
ARMS/HYBRIDS,98.8,0,*,0,0,AVG. PRICE TOP 5 TRADES,FHLMC,03/07/2019
ARMS/HYBRIDS,4.1,0,*,0,0,STANDARD DEVIATION,FHLMC,03/07/2019
ARMS/HYBRIDS,149.5,0,*,0,0,VOLUME OF TRADES (000'S),FHLMC,03/07/2019
ARMS/HYBRIDS,8,0,*,0,0,NUMBER OF TRADES,FHLMC,03/07/2019
ARMS/HYBRIDS,*,0,0,0,0,AVERAGE PRICE,GNMA,03/07/2019
ARMS/HYBRIDS,*,0,0,0,0,WEIGHTED AVG. PRICE,GNMA,03/07/2019
ARMS/HYBRIDS,*,0,0,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/07/2019
ARMS/HYBRIDS,*,0,0,0,0,2ND QUARTILE PRICE,GNMA,03/07/2019
ARMS/HYBRIDS,*,0,0,0,0,3RD QUARTILE PRICE,GNMA,03/07/2019
ARMS/HYBRIDS,*,0,0,0,0,4TH QUARTILE PRICE,GNMA,03/07/2019
ARMS/HYBRIDS,*,0,0,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/07/2019
ARMS/HYBRIDS,*,0,0,0,0,STANDARD DEVIATION,GNMA,03/07/2019
ARMS/HYBRIDS,*,0,0,0,0,VOLUME OF TRADES (000'S),GNMA,03/07/2019
ARMS/HYBRIDS,*,0,0,0,0,NUMBER OF TRADES,GNMA,03/07/2019
ARMS/HYBRIDS,*,0,101.4,100,99.5,AVERAGE PRICE,FNMA,03/08/2019
ARMS/HYBRIDS,*,0,100.7,99.9,99.6,WEIGHTED AVG. PRICE,FNMA,03/08/2019
ARMS/HYBRIDS,*,0,101.4,100,99.5,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/08/2019
ARMS/HYBRIDS,*,0,*,*,99.5,2ND QUARTILE PRICE,FNMA,03/08/2019
ARMS/HYBRIDS,*,0,*,*,99.6,3RD QUARTILE PRICE,FNMA,03/08/2019
ARMS/HYBRIDS,*,0,*,*,99.7,4TH QUARTILE PRICE,FNMA,03/08/2019
ARMS/HYBRIDS,*,0,101.4,100,99.7,AVG. PRICE TOP 5 TRADES,FNMA,03/08/2019
ARMS/HYBRIDS,*,0,1.2,0.3,0.2,STANDARD DEVIATION,FNMA,03/08/2019
ARMS/HYBRIDS,*,0,49593.6,21288.9,3732.4,VOLUME OF TRADES (000'S),FNMA,03/08/2019
ARMS/HYBRIDS,*,0,5,6,8,NUMBER OF TRADES,FNMA,03/08/2019
ARMS/HYBRIDS,100,0,*,*,*,AVERAGE PRICE,FHLMC,03/08/2019
ARMS/HYBRIDS,102.2,0,*,*,*,WEIGHTED AVG. PRICE,FHLMC,03/08/2019
ARMS/HYBRIDS,100,0,*,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/08/2019
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FHLMC,03/08/2019
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FHLMC,03/08/2019
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FHLMC,03/08/2019
ARMS/HYBRIDS,100,0,*,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,03/08/2019
ARMS/HYBRIDS,5.1,0,*,*,*,STANDARD DEVIATION,FHLMC,03/08/2019
ARMS/HYBRIDS,90,0,*,*,*,VOLUME OF TRADES (000'S),FHLMC,03/08/2019
ARMS/HYBRIDS,5,0,*,*,*,NUMBER OF TRADES,FHLMC,03/08/2019
ARMS/HYBRIDS,102.6,0,*,0,0,AVERAGE PRICE,GNMA,03/08/2019
ARMS/HYBRIDS,102.6,0,*,0,0,WEIGHTED AVG. PRICE,GNMA,03/08/2019
ARMS/HYBRIDS,102.6,0,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/08/2019
ARMS/HYBRIDS,*,0,*,0,0,2ND QUARTILE PRICE,GNMA,03/08/2019
ARMS/HYBRIDS,*,0,*,0,0,3RD QUARTILE PRICE,GNMA,03/08/2019
ARMS/HYBRIDS,*,0,*,0,0,4TH QUARTILE PRICE,GNMA,03/08/2019
ARMS/HYBRIDS,102.6,0,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/08/2019
ARMS/HYBRIDS,0,0,*,0,0,STANDARD DEVIATION,GNMA,03/08/2019
ARMS/HYBRIDS,2293.6,0,*,0,0,VOLUME OF TRADES (000'S),GNMA,03/08/2019
ARMS/HYBRIDS,12,0,*,0,0,NUMBER OF TRADES,GNMA,03/08/2019
ARMS/HYBRIDS,*,0,*,100.6,100.1,AVERAGE PRICE,FNMA,03/11/2019
ARMS/HYBRIDS,*,0,*,100.8,100.3,WEIGHTED AVG. PRICE,FNMA,03/11/2019
ARMS/HYBRIDS,*,0,*,99.8,100.1,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/11/2019
ARMS/HYBRIDS,*,0,*,99.9,*,2ND QUARTILE PRICE,FNMA,03/11/2019
ARMS/HYBRIDS,*,0,*,100.6,*,3RD QUARTILE PRICE,FNMA,03/11/2019
ARMS/HYBRIDS,*,0,*,102.3,*,4TH QUARTILE PRICE,FNMA,03/11/2019
ARMS/HYBRIDS,*,0,*,101.3,100.1,AVG. PRICE TOP 5 TRADES,FNMA,03/11/2019
ARMS/HYBRIDS,*,0,*,1.1,0.5,STANDARD DEVIATION,FNMA,03/11/2019
ARMS/HYBRIDS,*,0,*,140125.3,115738.4,VOLUME OF TRADES (000'S),FNMA,03/11/2019
ARMS/HYBRIDS,*,0,*,9,12,NUMBER OF TRADES,FNMA,03/11/2019
ARMS/HYBRIDS,*,0,*,99.1,100.3,AVERAGE PRICE,FHLMC,03/11/2019
ARMS/HYBRIDS,*,0,*,99,100.3,WEIGHTED AVG. PRICE,FHLMC,03/11/2019
ARMS/HYBRIDS,*,0,*,99.1,100.3,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/11/2019
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FHLMC,03/11/2019
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FHLMC,03/11/2019
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FHLMC,03/11/2019
ARMS/HYBRIDS,*,0,*,99.1,100.3,AVG. PRICE TOP 5 TRADES,FHLMC,03/11/2019
ARMS/HYBRIDS,*,0,*,0.2,0,STANDARD DEVIATION,FHLMC,03/11/2019
ARMS/HYBRIDS,*,0,*,8979.4,174409.8,VOLUME OF TRADES (000'S),FHLMC,03/11/2019
ARMS/HYBRIDS,*,0,*,5,20,NUMBER OF TRADES,FHLMC,03/11/2019
ARMS/HYBRIDS,*,99.7,101.5,0,0,AVERAGE PRICE,GNMA,03/11/2019
ARMS/HYBRIDS,*,99.7,101.9,0,0,WEIGHTED AVG. PRICE,GNMA,03/11/2019
ARMS/HYBRIDS,*,99.6,100.4,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/11/2019
ARMS/HYBRIDS,*,99.4,100.4,0,0,2ND QUARTILE PRICE,GNMA,03/11/2019
ARMS/HYBRIDS,*,100.3,101.7,0,0,3RD QUARTILE PRICE,GNMA,03/11/2019
ARMS/HYBRIDS,*,100.3,102.7,0,0,4TH QUARTILE PRICE,GNMA,03/11/2019
ARMS/HYBRIDS,*,99.8,102.5,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/11/2019
ARMS/HYBRIDS,*,0.5,1.1,0,0,STANDARD DEVIATION,GNMA,03/11/2019
ARMS/HYBRIDS,*,7422.6,20943.4,0,0,VOLUME OF TRADES (000'S),GNMA,03/11/2019
ARMS/HYBRIDS,*,6,11,0,0,NUMBER OF TRADES,GNMA,03/11/2019
ARMS/HYBRIDS,102.7,0,101.4,101.5,*,AVERAGE PRICE,FNMA,03/12/2019
ARMS/HYBRIDS,103.5,0,103.1,100.5,*,WEIGHTED AVG. PRICE,FNMA,03/12/2019
ARMS/HYBRIDS,102.5,0,101.4,101.2,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/12/2019
ARMS/HYBRIDS,102.1,0,*,101.6,*,2ND QUARTILE PRICE,FNMA,03/12/2019
ARMS/HYBRIDS,102.1,0,*,102.1,*,3RD QUARTILE PRICE,FNMA,03/12/2019
ARMS/HYBRIDS,104.3,0,*,102.7,*,4TH QUARTILE PRICE,FNMA,03/12/2019
ARMS/HYBRIDS,103.7,0,101.4,102,*,AVG. PRICE TOP 5 TRADES,FNMA,03/12/2019
ARMS/HYBRIDS,1.2,0,4.4,1.1,*,STANDARD DEVIATION,FNMA,03/12/2019
ARMS/HYBRIDS,12624.6,0,2899.5,28952.9,*,VOLUME OF TRADES (000'S),FNMA,03/12/2019
ARMS/HYBRIDS,13,0,9,10,*,NUMBER OF TRADES,FNMA,03/12/2019
ARMS/HYBRIDS,*,0,102.1,100.4,*,AVERAGE PRICE,FHLMC,03/12/2019
ARMS/HYBRIDS,*,0,101.8,99.4,*,WEIGHTED AVG. PRICE,FHLMC,03/12/2019
ARMS/HYBRIDS,*,0,101.1,100.4,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/12/2019
ARMS/HYBRIDS,*,0,101.8,*,*,2ND QUARTILE PRICE,FHLMC,03/12/2019
ARMS/HYBRIDS,*,0,102.1,*,*,3RD QUARTILE PRICE,FHLMC,03/12/2019
ARMS/HYBRIDS,*,0,103,*,*,4TH QUARTILE PRICE,FHLMC,03/12/2019
ARMS/HYBRIDS,*,0,102.6,100.4,*,AVG. PRICE TOP 5 TRADES,FHLMC,03/12/2019
ARMS/HYBRIDS,*,0,0.9,1.7,*,STANDARD DEVIATION,FHLMC,03/12/2019
ARMS/HYBRIDS,*,0,16828.8,7618.5,*,VOLUME OF TRADES (000'S),FHLMC,03/12/2019
ARMS/HYBRIDS,*,0,17,6,*,NUMBER OF TRADES,FHLMC,03/12/2019
ARMS/HYBRIDS,101.9,*,*,0,0,AVERAGE PRICE,GNMA,03/12/2019
ARMS/HYBRIDS,101.9,*,*,0,0,WEIGHTED AVG. PRICE,GNMA,03/12/2019
ARMS/HYBRIDS,101.2,*,*,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/12/2019
ARMS/HYBRIDS,101.7,*,*,0,0,2ND QUARTILE PRICE,GNMA,03/12/2019
ARMS/HYBRIDS,102.1,*,*,0,0,3RD QUARTILE PRICE,GNMA,03/12/2019
ARMS/HYBRIDS,102.2,*,*,0,0,4TH QUARTILE PRICE,GNMA,03/12/2019
ARMS/HYBRIDS,102.5,*,*,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/12/2019
ARMS/HYBRIDS,0.6,*,*,0,0,STANDARD DEVIATION,GNMA,03/12/2019
ARMS/HYBRIDS,7668.9,*,*,0,0,VOLUME OF TRADES (000'S),GNMA,03/12/2019
ARMS/HYBRIDS,23,*,*,0,0,NUMBER OF TRADES,GNMA,03/12/2019
ARMS/HYBRIDS,100,0,102.9,102.6,100.6,AVERAGE PRICE,FNMA,03/13/2019
ARMS/HYBRIDS,103,0,103.1,102.3,100.2,WEIGHTED AVG. PRICE,FNMA,03/13/2019
ARMS/HYBRIDS,96.7,0,102.9,102,99.6,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/13/2019
ARMS/HYBRIDS,96.5,0,*,102,99.9,2ND QUARTILE PRICE,FNMA,03/13/2019
ARMS/HYBRIDS,101.6,0,*,103.3,100.8,3RD QUARTILE PRICE,FNMA,03/13/2019
ARMS/HYBRIDS,103.1,0,*,103.3,102.4,4TH QUARTILE PRICE,FNMA,03/13/2019
ARMS/HYBRIDS,103.3,0,102.9,102.7,101.7,AVG. PRICE TOP 5 TRADES,FNMA,03/13/2019
ARMS/HYBRIDS,3.2,0,0.7,0.7,1.3,STANDARD DEVIATION,FNMA,03/13/2019
ARMS/HYBRIDS,53125.2,0,28023.5,73739,122873.7,VOLUME OF TRADES (000'S),FNMA,03/13/2019
ARMS/HYBRIDS,88,0,5,9,11,NUMBER OF TRADES,FNMA,03/13/2019
ARMS/HYBRIDS,100.2,0,*,101.1,*,AVERAGE PRICE,FHLMC,03/13/2019
ARMS/HYBRIDS,103.6,0,*,102,*,WEIGHTED AVG. PRICE,FHLMC,03/13/2019
ARMS/HYBRIDS,97.6,0,*,100.2,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/13/2019
ARMS/HYBRIDS,96.5,0,*,99.8,*,2ND QUARTILE PRICE,FHLMC,03/13/2019
ARMS/HYBRIDS,103.1,0,*,102.2,*,3RD QUARTILE PRICE,FHLMC,03/13/2019
ARMS/HYBRIDS,103.3,0,*,103.3,*,4TH QUARTILE PRICE,FHLMC,03/13/2019
ARMS/HYBRIDS,103.9,0,*,101.9,*,AVG. PRICE TOP 5 TRADES,FHLMC,03/13/2019
ARMS/HYBRIDS,3.5,0,*,1.9,*,STANDARD DEVIATION,FHLMC,03/13/2019
ARMS/HYBRIDS,38952.1,0,*,26254.9,*,VOLUME OF TRADES (000'S),FHLMC,03/13/2019
ARMS/HYBRIDS,39,0,*,7,*,NUMBER OF TRADES,FHLMC,03/13/2019
ARMS/HYBRIDS,97,0,102.4,0,0,AVERAGE PRICE,GNMA,03/13/2019
ARMS/HYBRIDS,98.4,0,102.9,0,0,WEIGHTED AVG. PRICE,GNMA,03/13/2019
ARMS/HYBRIDS,96.9,0,102.4,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/13/2019
ARMS/HYBRIDS,96.5,0,*,0,0,2ND QUARTILE PRICE,GNMA,03/13/2019
ARMS/HYBRIDS,96.5,0,*,0,0,3RD QUARTILE PRICE,GNMA,03/13/2019
ARMS/HYBRIDS,96.5,0,*,0,0,4TH QUARTILE PRICE,GNMA,03/13/2019
ARMS/HYBRIDS,101.9,0,102.4,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/13/2019
ARMS/HYBRIDS,1.6,0,0.6,0,0,STANDARD DEVIATION,GNMA,03/13/2019
ARMS/HYBRIDS,759.5,0,23916.4,0,0,VOLUME OF TRADES (000'S),GNMA,03/13/2019
ARMS/HYBRIDS,79,0,6,0,0,NUMBER OF TRADES,GNMA,03/13/2019
ARMS/HYBRIDS,*,0,*,100.8,99.4,AVERAGE PRICE,FNMA,03/14/2019
ARMS/HYBRIDS,*,0,*,101.2,99.2,WEIGHTED AVG. PRICE,FNMA,03/14/2019
ARMS/HYBRIDS,*,0,*,100.8,99.4,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/14/2019
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FNMA,03/14/2019
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FNMA,03/14/2019
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FNMA,03/14/2019
ARMS/HYBRIDS,*,0,*,100.8,99.4,AVG. PRICE TOP 5 TRADES,FNMA,03/14/2019
ARMS/HYBRIDS,*,0,*,1.1,0.4,STANDARD DEVIATION,FNMA,03/14/2019
ARMS/HYBRIDS,*,0,*,52478.8,6302.9,VOLUME OF TRADES (000'S),FNMA,03/14/2019
ARMS/HYBRIDS,*,0,*,5,5,NUMBER OF TRADES,FNMA,03/14/2019
ARMS/HYBRIDS,0,0,0,*,0,AVERAGE PRICE,FHLMC,03/14/2019
ARMS/HYBRIDS,0,0,0,*,0,WEIGHTED AVG. PRICE,FHLMC,03/14/2019
ARMS/HYBRIDS,0,0,0,*,0,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/14/2019
ARMS/HYBRIDS,0,0,0,*,0,2ND QUARTILE PRICE,FHLMC,03/14/2019
ARMS/HYBRIDS,0,0,0,*,0,3RD QUARTILE PRICE,FHLMC,03/14/2019
ARMS/HYBRIDS,0,0,0,*,0,4TH QUARTILE PRICE,FHLMC,03/14/2019
ARMS/HYBRIDS,0,0,0,*,0,AVG. PRICE TOP 5 TRADES,FHLMC,03/14/2019
ARMS/HYBRIDS,0,0,0,*,0,STANDARD DEVIATION,FHLMC,03/14/2019
ARMS/HYBRIDS,0,0,0,*,0,VOLUME OF TRADES (000'S),FHLMC,03/14/2019
ARMS/HYBRIDS,0,0,0,*,0,NUMBER OF TRADES,FHLMC,03/14/2019
ARMS/HYBRIDS,102.4,*,101.9,0,0,AVERAGE PRICE,GNMA,03/14/2019
ARMS/HYBRIDS,102.5,*,101.4,0,0,WEIGHTED AVG. PRICE,GNMA,03/14/2019
ARMS/HYBRIDS,97.9,*,101.9,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/14/2019
ARMS/HYBRIDS,102.5,*,*,0,0,2ND QUARTILE PRICE,GNMA,03/14/2019
ARMS/HYBRIDS,102.5,*,*,0,0,3RD QUARTILE PRICE,GNMA,03/14/2019
ARMS/HYBRIDS,102.5,*,*,0,0,4TH QUARTILE PRICE,GNMA,03/14/2019
ARMS/HYBRIDS,102.5,*,101.9,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/14/2019
ARMS/HYBRIDS,1.4,*,1,0,0,STANDARD DEVIATION,GNMA,03/14/2019
ARMS/HYBRIDS,44710.9,*,4559.7,0,0,VOLUME OF TRADES (000'S),GNMA,03/14/2019
ARMS/HYBRIDS,302,*,13,0,0,NUMBER OF TRADES,GNMA,03/14/2019
ARMS/HYBRIDS,101.4,0,*,101.3,*,AVERAGE PRICE,FNMA,03/15/2019
ARMS/HYBRIDS,102.5,0,*,100.8,*,WEIGHTED AVG. PRICE,FNMA,03/15/2019
ARMS/HYBRIDS,93.3,0,*,101,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/15/2019
ARMS/HYBRIDS,102.1,0,*,100.4,*,2ND QUARTILE PRICE,FNMA,03/15/2019
ARMS/HYBRIDS,102.3,0,*,102,*,3RD QUARTILE PRICE,FNMA,03/15/2019
ARMS/HYBRIDS,102.8,0,*,102.4,*,4TH QUARTILE PRICE,FNMA,03/15/2019
ARMS/HYBRIDS,102.7,0,*,102.2,*,AVG. PRICE TOP 5 TRADES,FNMA,03/15/2019
ARMS/HYBRIDS,3.6,0,*,1,*,STANDARD DEVIATION,FNMA,03/15/2019
ARMS/HYBRIDS,1686,0,*,178591.4,*,VOLUME OF TRADES (000'S),FNMA,03/15/2019
ARMS/HYBRIDS,53,0,*,9,*,NUMBER OF TRADES,FNMA,03/15/2019
ARMS/HYBRIDS,102.2,0,*,100.4,*,AVERAGE PRICE,FHLMC,03/15/2019
ARMS/HYBRIDS,102.6,0,*,100.2,*,WEIGHTED AVG. PRICE,FHLMC,03/15/2019
ARMS/HYBRIDS,100,0,*,99.7,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/15/2019
ARMS/HYBRIDS,102.1,0,*,100.2,*,2ND QUARTILE PRICE,FHLMC,03/15/2019
ARMS/HYBRIDS,102.3,0,*,100.2,*,3RD QUARTILE PRICE,FHLMC,03/15/2019
ARMS/HYBRIDS,102.4,0,*,102.1,*,4TH QUARTILE PRICE,FHLMC,03/15/2019
ARMS/HYBRIDS,104.6,0,*,101.4,*,AVG. PRICE TOP 5 TRADES,FHLMC,03/15/2019
ARMS/HYBRIDS,1,0,*,1.2,*,STANDARD DEVIATION,FHLMC,03/15/2019
ARMS/HYBRIDS,23781.4,0,*,58728.2,*,VOLUME OF TRADES (000'S),FHLMC,03/15/2019
ARMS/HYBRIDS,62,0,*,17,*,NUMBER OF TRADES,FHLMC,03/15/2019
ARMS/HYBRIDS,101.5,99.3,101.7,0,0,AVERAGE PRICE,GNMA,03/15/2019
ARMS/HYBRIDS,101,99.3,102.4,0,0,WEIGHTED AVG. PRICE,GNMA,03/15/2019
ARMS/HYBRIDS,100.7,99.1,100.9,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/15/2019
ARMS/HYBRIDS,102.1,99.1,101.8,0,0,2ND QUARTILE PRICE,GNMA,03/15/2019
ARMS/HYBRIDS,102.3,99.3,101.8,0,0,3RD QUARTILE PRICE,GNMA,03/15/2019
ARMS/HYBRIDS,103.2,99.4,102.8,0,0,4TH QUARTILE PRICE,GNMA,03/15/2019
ARMS/HYBRIDS,102.6,99.5,102.6,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/15/2019
ARMS/HYBRIDS,2.4,0.4,1.2,0,0,STANDARD DEVIATION,GNMA,03/15/2019
ARMS/HYBRIDS,24.2,17239.6,39899.5,0,0,VOLUME OF TRADES (000'S),GNMA,03/15/2019
ARMS/HYBRIDS,10,8,13,0,0,NUMBER OF TRADES,GNMA,03/15/2019
ARMS/HYBRIDS,102.9,0,*,101.9,99.9,AVERAGE PRICE,FNMA,03/18/2019
ARMS/HYBRIDS,103.5,0,*,102,100.4,WEIGHTED AVG. PRICE,FNMA,03/18/2019
ARMS/HYBRIDS,102.9,0,*,101.9,99.9,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/18/2019
ARMS/HYBRIDS,*,0,*,*,*,2ND QUARTILE PRICE,FNMA,03/18/2019
ARMS/HYBRIDS,*,0,*,*,*,3RD QUARTILE PRICE,FNMA,03/18/2019
ARMS/HYBRIDS,*,0,*,*,*,4TH QUARTILE PRICE,FNMA,03/18/2019
ARMS/HYBRIDS,102.9,0,*,101.9,99.9,AVG. PRICE TOP 5 TRADES,FNMA,03/18/2019
ARMS/HYBRIDS,0.3,0,*,1.2,1.1,STANDARD DEVIATION,FNMA,03/18/2019
ARMS/HYBRIDS,2551.1,0,*,12850.9,79668.6,VOLUME OF TRADES (000'S),FNMA,03/18/2019
ARMS/HYBRIDS,21,0,*,6,5,NUMBER OF TRADES,FNMA,03/18/2019
ARMS/HYBRIDS,103.7,0,103.1,101.9,*,AVERAGE PRICE,FHLMC,03/18/2019
ARMS/HYBRIDS,103.7,0,102.8,101,*,WEIGHTED AVG. PRICE,FHLMC,03/18/2019
ARMS/HYBRIDS,103.7,0,103.1,101.1,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/18/2019
ARMS/HYBRIDS,103.7,0,*,100.3,*,2ND QUARTILE PRICE,FHLMC,03/18/2019
ARMS/HYBRIDS,103.7,0,*,102.2,*,3RD QUARTILE PRICE,FHLMC,03/18/2019
ARMS/HYBRIDS,103.7,0,*,103.7,*,4TH QUARTILE PRICE,FHLMC,03/18/2019
ARMS/HYBRIDS,103.8,0,103.1,103.1,*,AVG. PRICE TOP 5 TRADES,FHLMC,03/18/2019
ARMS/HYBRIDS,0.2,0,1.4,1.6,*,STANDARD DEVIATION,FHLMC,03/18/2019
ARMS/HYBRIDS,23797.6,0,44738.1,38282.5,*,VOLUME OF TRADES (000'S),FHLMC,03/18/2019
ARMS/HYBRIDS,94,0,10,11,*,NUMBER OF TRADES,FHLMC,03/18/2019
ARMS/HYBRIDS,102.1,99.7,101.6,0,0,AVERAGE PRICE,GNMA,03/18/2019
ARMS/HYBRIDS,102.3,99.6,102.3,0,0,WEIGHTED AVG. PRICE,GNMA,03/18/2019
ARMS/HYBRIDS,102.1,99.5,100.9,0,0,AVG. PRICE BOTTOM 5 TRADES,GNMA,03/18/2019
ARMS/HYBRIDS,*,99.1,101.8,0,0,2ND QUARTILE PRICE,GNMA,03/18/2019
ARMS/HYBRIDS,*,100.2,102.6,0,0,3RD QUARTILE PRICE,GNMA,03/18/2019
ARMS/HYBRIDS,*,101.3,102.8,0,0,4TH QUARTILE PRICE,GNMA,03/18/2019
ARMS/HYBRIDS,102.1,99.9,102.6,0,0,AVG. PRICE TOP 5 TRADES,GNMA,03/18/2019
ARMS/HYBRIDS,0.3,0.9,1.6,0,0,STANDARD DEVIATION,GNMA,03/18/2019
ARMS/HYBRIDS,3875,11231.5,22766,0,0,VOLUME OF TRADES (000'S),GNMA,03/18/2019
ARMS/HYBRIDS,5,7,8,0,0,NUMBER OF TRADES,GNMA,03/18/2019
ARMS/HYBRIDS,103.4,0,102.5,100.9,99.7,AVERAGE PRICE,FNMA,03/19/2019
ARMS/HYBRIDS,103.7,0,101.9,101.1,100.1,WEIGHTED AVG. PRICE,FNMA,03/19/2019
ARMS/HYBRIDS,101.9,0,102.5,100.3,99.1,AVG. PRICE BOTTOM 5 TRADES,FNMA,03/19/2019
ARMS/HYBRIDS,102.5,0,*,100.5,99.5,2ND QUARTILE PRICE,FNMA,03/19/2019
ARMS/HYBRIDS,103.8,0,*,101.5,99.7,3RD QUARTILE PRICE,FNMA,03/19/2019
ARMS/HYBRIDS,104.4,0,*,101.9,99.9,4TH QUARTILE PRICE,FNMA,03/19/2019
ARMS/HYBRIDS,104.4,0,102.5,101.7,100.6,AVG. PRICE TOP 5 TRADES,FNMA,03/19/2019
ARMS/HYBRIDS,1.2,0,1.8,0.9,0.6,STANDARD DEVIATION,FNMA,03/19/2019
ARMS/HYBRIDS,890.3,0,9172,123816.6,76545.3,VOLUME OF TRADES (000'S),FNMA,03/19/2019
ARMS/HYBRIDS,16,0,5,10,25,NUMBER OF TRADES,FNMA,03/19/2019
ARMS/HYBRIDS,*,0,101.8,100.5,*,AVERAGE PRICE,FHLMC,03/19/2019
ARMS/HYBRIDS,*,0,101.8,100.8,*,WEIGHTED AVG. PRICE,FHLMC,03/19/2019
ARMS/HYBRIDS,*,0,101.5,100.5,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,03/19/2019
