AssetClass,AssetClass2,IGTradeCount,IGUniqueID,IG$Trades,HYTradeCount,HYUniqueID,HY$Trades,Date
CBO/CDO/CLO,CBO/CDO/CLO,22,18,73995,17,14,58684.3,20190418
OTHER,OTHER,0,0,0,0,0,0,20190418
AssetClass,AssetClass2,IGTradeCount,IGUniqueID,IG$Trades,HYTradeCount,HYUniqueID,HY$Trades,Date
NON-AGENCY CMO,P&I,52,30,96883.2,231,127,143718.6,20190422
NON-AGENCY CMO,IO/PO,0,0,0,*,*,*,20190422
NON-AGENCY CMBS,P&I,108,82,268536.3,9,5,31061,20190422
NON-AGENCY CMBS,IO/PO,*,*,*,0,0,0,20190422
AGENCY CMBS,P&I,54,34,606138.5,86,52,627992.5,20190422
AGENCY CMBS,IO/PO,0,0,0,*,*,*,20190422
AGENCY CMBS,ABS,336,228,637491.2,29,16,55576,20190422
CBO/CDO/CLO,CBO/CDO/CLO,55,42,217730.6,26,17,65050,20190422
OTHER,OTHER,0,0,0,0,0,0,20190422
AssetClass,AssetClass2,IGTradeCount,IGUniqueID,IG$Trades,HYTradeCount,HYUniqueID,HY$Trades,Date
NON-AGENCY CMO,P&I,105,52,218182.6,327,177,351166.1,20190423
NON-AGENCY CMO,IO/PO,0,0,0,5,3,47371.6,20190423
NON-AGENCY CMBS,P&I,163,128,477089.5,59,34,293794.7,20190423
NON-AGENCY CMBS,IO/PO,13,7,455827.6,0,0,0,20190423
AGENCY CMBS,P&I,87,46,176671.7,86,42,167165,20190423
AGENCY CMBS,IO/PO,0,0,0,10,4,1402750,20190423
AGENCY CMBS,ABS,391,283,756672.6,53,33,147935.5,20190423
CBO/CDO/CLO,CBO/CDO/CLO,102,66,529621.5,43,27,160573.1,20190423
OTHER,OTHER,0,0,0,0,0,0,20190423
AssetClass,AssetClass2,IGTradeCount,IGUniqueID,IG$Trades,HYTradeCount,HYUniqueID,HY$Trades,Date
NON-AGENCY CMO,P&I,69,43,157043.4,310,152,218987,20190424
NON-AGENCY CMO,IO/PO,0,0,0,15,6,466032.8,20190424
NON-AGENCY CMBS,P&I,223,152,602161.2,28,20,112201.1,20190424
NON-AGENCY CMBS,IO/PO,5,4,61716.5,0,0,0,20190424
AGENCY CMBS,P&I,90,46,246765,99,43,954789.9,20190424
AGENCY CMBS,IO/PO,0,0,0,7,5,263812.2,20190424
AGENCY CMBS,ABS,368,248,770504,41,30,60666.1,20190424
CBO/CDO/CLO,CBO/CDO/CLO,69,48,290788.2,49,30,241377.9,20190424
OTHER,OTHER,0,0,0,0,0,0,20190424
AssetClass,AssetClass2,IGTradeCount,IGUniqueID,IG$Trades,HYTradeCount,HYUniqueID,HY$Trades,Date
NON-AGENCY CMO,P&I,66,41,142832.8,336,160,118664.7,20190425
NON-AGENCY CMO,IO/PO,0,0,0,29,3,1528666,20190425
NON-AGENCY CMBS,P&I,208,155,741590.2,28,17,213244.8,20190425
NON-AGENCY CMBS,IO/PO,7,5,339340.1,*,*,*,20190425
AGENCY CMBS,P&I,77,42,169717.9,87,57,409032,20190425
AGENCY CMBS,IO/PO,0,0,0,18,7,275517.7,20190425
AGENCY CMBS,ABS,371,246,797284.6,70,46,262280.8,20190425
CBO/CDO/CLO,CBO/CDO/CLO,111,74,435072.8,89,49,745314.7,20190425
OTHER,OTHER,*,*,*,0,0,0,20190425
AssetClass,AssetClass2,IGTradeCount,IGUniqueID,IG$Trades,HYTradeCount,HYUniqueID,HY$Trades,Date
NON-AGENCY CMO,P&I,92,56,104304.9,430,229,145695.4,20190426
NON-AGENCY CMO,IO/PO,0,0,0,5,2,1433,20190426
NON-AGENCY CMBS,P&I,154,109,440858.5,44,20,190875.5,20190426
NON-AGENCY CMBS,IO/PO,*,*,*,*,*,*,20190426
AGENCY CMBS,P&I,54,37,248503.4,68,42,130732.6,20190426
AGENCY CMBS,IO/PO,*,*,*,9,6,567801,20190426
AGENCY CMBS,ABS,282,195,1185519.5,35,32,54180,20190426
CBO/CDO/CLO,CBO/CDO/CLO,123,75,611062.5,32,24,148028,20190426
OTHER,OTHER,0,0,0,0,0,0,20190426
AssetClass,AssetClass2,IGTradeCount,IGUniqueID,IG$Trades,HYTradeCount,HYUniqueID,HY$Trades,Date
NON-AGENCY CMO,P&I,114,62,97352.8,474,166,169316.8,20190429
NON-AGENCY CMO,IO/PO,0,0,0,6,1,546.5,20190429
NON-AGENCY CMBS,P&I,210,148,688266.7,19,12,148501.4,20190429
NON-AGENCY CMBS,IO/PO,8,4,191035.6,*,*,*,20190429
AGENCY CMBS,P&I,59,33,96011.6,105,75,415627.4,20190429
AGENCY CMBS,IO/PO,0,0,0,9,6,480064.5,20190429
AGENCY CMBS,ABS,360,250,488457,50,36,77244.2,20190429
CBO/CDO/CLO,CBO/CDO/CLO,95,62,291239.6,38,24,140587.2,20190429
OTHER,OTHER,0,0,0,0,0,0,20190429
AssetClass,AssetClass2,IGTradeCount,IGUniqueID,IG$Trades,HYTradeCount,HYUniqueID,HY$Trades,Date
NON-AGENCY CMO,P&I,130,81,67928.9,466,174,196862,20190430
NON-AGENCY CMO,IO/PO,0,0,0,11,6,427550.4,20190430
NON-AGENCY CMBS,P&I,249,176,881685.2,30,19,150469,20190430
NON-AGENCY CMBS,IO/PO,*,*,*,*,*,*,20190430
AGENCY CMBS,P&I,46,32,199753,120,83,499116.6,20190430
AGENCY CMBS,IO/PO,0,0,0,*,*,*,20190430
AGENCY CMBS,ABS,498,315,1029300.3,44,30,96455,20190430
CBO/CDO/CLO,CBO/CDO/CLO,97,69,350749.3,55,38,147221.2,20190430
OTHER,OTHER,*,*,*,*,*,*,20190430
