Agency,Measure,<=2.5,3,3.5,4,4.5,5,>5.0,SettlementMonth,AssetClassType,AssetClassSubType,Date,SettlementDateChart
FHLMC,NUMBER OF TRADES,0,13.0,5,6,0,*,*,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 1
GNMA,AVERAGE PRICE,*,101.8,103.2,103.7,104.2,104.6,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 1
GNMA,WEIGHTED AVG. PRICE,*,101.8,103.2,103.7,104.2,104.6,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 1
GNMA,AVG. PRICE BOTTOM 5 TRADES,*,101.7,103.1,103.6,104.1,104.5,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 1
GNMA,2ND QUARTILE PRICE,*,101.8,103.2,103.7,104.2,104.5,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 1
GNMA,3RD QUARTILE PRICE,*,101.9,103.2,103.8,104.2,104.5,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 1
GNMA,4TH QUARTILE PRICE,*,101.9,103.2,103.8,104.3,104.6,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 1
GNMA,AVG. PRICE TOP 5 TRADES,*,102.0,103.3,103.8,104.3,104.6,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 1
GNMA,STANDARD DEVIATION,*,0.1,0,0.1,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 1
GNMA,VOLUME OF TRADES (000'S),*,4567617.0,4717172.9,5635758.8,2909859,1102550,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 1
GNMA,NUMBER OF TRADES,*,176.0,181,118,70,40,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 1
FNMA/UMBS,AVERAGE PRICE,98.6,100.6,102.2,103.5,104.6,105.8,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FNMA/UMBS,WEIGHTED AVG. PRICE,98.7,100.6,102.2,103.4,104.6,105.8,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,98.6,100.3,102,103.4,104.6,105.7,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FNMA/UMBS,2ND QUARTILE PRICE,98.6,100.6,102.2,103.4,104.6,105.8,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FNMA/UMBS,3RD QUARTILE PRICE,98.6,100.6,102.2,103.5,104.6,105.8,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FNMA/UMBS,4TH QUARTILE PRICE,98.7,100.7,102.3,103.5,104.6,105.8,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,98.7,100.8,102.3,103.5,104.7,105.8,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FNMA/UMBS,STANDARD DEVIATION,0,0.1,0.1,0,0,0.1,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FNMA/UMBS,VOLUME OF TRADES (000'S),309000,7985550.0,1970400,2483965,1244400,20000,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FNMA/UMBS,NUMBER OF TRADES,15,452.0,261,160,81,9,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FHLMC,AVERAGE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FHLMC,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FHLMC,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FHLMC,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FHLMC,STANDARD DEVIATION,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FHLMC,NUMBER OF TRADES,0,0.0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
GNMA,AVERAGE PRICE,*,101.7,103.1,103.7,104.2,104.6,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
GNMA,WEIGHTED AVG. PRICE,*,101.7,103.1,103.7,104.2,104.6,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
GNMA,AVG. PRICE BOTTOM 5 TRADES,*,101.5,103,103.7,104.2,104.6,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
GNMA,2ND QUARTILE PRICE,*,101.7,103.1,103.7,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
GNMA,3RD QUARTILE PRICE,*,101.8,103.1,103.8,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
GNMA,4TH QUARTILE PRICE,*,101.8,103.1,103.8,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
GNMA,AVG. PRICE TOP 5 TRADES,*,101.8,103.2,103.8,104.2,104.6,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
GNMA,STANDARD DEVIATION,*,0.1,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
GNMA,VOLUME OF TRADES (000'S),*,795812.0,2111710,280050,45700,155565,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
GNMA,NUMBER OF TRADES,*,156.0,119,46,17,5,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 2
FNMA/UMBS,AVERAGE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FNMA/UMBS,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FNMA/UMBS,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FNMA/UMBS,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FNMA/UMBS,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FNMA/UMBS,STANDARD DEVIATION,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FNMA/UMBS,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FNMA/UMBS,NUMBER OF TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FHLMC,AVERAGE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FHLMC,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FHLMC,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FHLMC,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FHLMC,STANDARD DEVIATION,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FHLMC,NUMBER OF TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
GNMA,AVERAGE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
GNMA,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
GNMA,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
GNMA,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
GNMA,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
GNMA,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
GNMA,STANDARD DEVIATION,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
GNMA,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
GNMA,NUMBER OF TRADES,0,0.0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190710,Current Month + 3
FNMA/UMBS,AVERAGE PRICE,100.4,101.9,103.3,103.9,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FNMA/UMBS,WEIGHTED AVG. PRICE,100.4,101.9,103.3,103.9,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,99.8,101.7,102.9,103.8,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FNMA/UMBS,2ND QUARTILE PRICE,100.4,101.8,103.2,103.8,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FNMA/UMBS,3RD QUARTILE PRICE,100.4,101.9,103.2,103.9,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FNMA/UMBS,4TH QUARTILE PRICE,100.5,101.9,103.3,103.9,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,100.5,102,103.9,103.9,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FNMA/UMBS,STANDARD DEVIATION,0.2,0.1,0.2,0,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FNMA/UMBS,VOLUME OF TRADES (000'S),3192670.2,4285517.7,2780812,1231167.2,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FNMA/UMBS,NUMBER OF TRADES,124,217,173,74,*,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FHLMC,AVERAGE PRICE,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FHLMC,STANDARD DEVIATION,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FHLMC,NUMBER OF TRADES,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
GNMA,AVERAGE PRICE,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
GNMA,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
GNMA,2ND QUARTILE PRICE,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
GNMA,3RD QUARTILE PRICE,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
GNMA,4TH QUARTILE PRICE,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
GNMA,STANDARD DEVIATION,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
GNMA,NUMBER OF TRADES,0,0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month
FNMA/UMBS,AVERAGE PRICE,100.4,101.8,103.2,103.8,*,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FNMA/UMBS,WEIGHTED AVG. PRICE,100.4,101.9,103.2,103.8,*,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,99.9,101.7,103.1,103.8,*,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FNMA/UMBS,2ND QUARTILE PRICE,100.3,101.8,103.2,103.8,*,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FNMA/UMBS,3RD QUARTILE PRICE,100.4,101.9,103.2,103.8,*,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FNMA/UMBS,4TH QUARTILE PRICE,100.5,101.9,103.2,103.9,*,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,100.5,101.9,103.3,103.9,*,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FNMA/UMBS,STANDARD DEVIATION,0.2,0.1,0,0,*,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FNMA/UMBS,VOLUME OF TRADES (000'S),4103214.7,5769697.7,2836346.5,1436647,*,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FNMA/UMBS,NUMBER OF TRADES,292,449,182,119,*,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FHLMC,AVERAGE PRICE,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FHLMC,STANDARD DEVIATION,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FHLMC,NUMBER OF TRADES,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
GNMA,AVERAGE PRICE,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
GNMA,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
GNMA,2ND QUARTILE PRICE,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
GNMA,3RD QUARTILE PRICE,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
GNMA,4TH QUARTILE PRICE,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
GNMA,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
GNMA,STANDARD DEVIATION,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
GNMA,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
GNMA,NUMBER OF TRADES,0,0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 1
FNMA/UMBS,AVERAGE PRICE,100.3,101.8,103.1,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 2
FNMA/UMBS,WEIGHTED AVG. PRICE,100.4,101.8,103.2,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 2
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,100,101.6,103.1,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 2
FNMA/UMBS,2ND QUARTILE PRICE,100.3,101.7,103.1,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 2
FNMA/UMBS,3RD QUARTILE PRICE,100.3,101.8,103.2,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 2
FNMA/UMBS,4TH QUARTILE PRICE,100.4,101.8,103.2,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 2
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,100.4,101.9,103.1,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 2
FNMA/UMBS,STANDARD DEVIATION,0.3,0.1,0.1,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 2
FNMA/UMBS,VOLUME OF TRADES (000'S),785675,435900,94000,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190711,Current Month + 2
