Mortgage Type,<= 2.5 ,3,3.5,4,4.5,5,> 5.0,Measure,Agency,Date
SINGLE FAMILY 15Y,189544.7,388948.5,22531.1,78352.1,*,0,175701.5,VOLUME OF TRADES (000'S),FHLMC,20190613
SINGLE FAMILY 15Y,39,49,49,10,*,0,14,NUMBER OF TRADES,FHLMC,20190613
SINGLE FAMILY 15Y,*,102,103.3,103.8,*,*,107.6,AVERAGE PRICE,GNMA,20190613
SINGLE FAMILY 15Y,*,102,103.3,104.4,*,*,108,WEIGHTED AVG. PRICE,GNMA,20190613
SINGLE FAMILY 15Y,*,101.7,103.2,102.8,*,*,105.2,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190613
SINGLE FAMILY 15Y,*,102,103.3,103.3,*,*,106.6,2ND QUARTILE PRICE,GNMA,20190613
SINGLE FAMILY 15Y,*,102,103.3,104.3,*,*,107.7,3RD QUARTILE PRICE,GNMA,20190613
SINGLE FAMILY 15Y,*,102.1,103.3,104.4,*,*,113,4TH QUARTILE PRICE,GNMA,20190613
SINGLE FAMILY 15Y,*,102.1,103.3,104.6,*,*,109.4,AVG. PRICE TOP 5 TRADES,GNMA,20190613
SINGLE FAMILY 15Y,*,0.2,0.1,1,*,*,3.9,STANDARD DEVIATION,GNMA,20190613
SINGLE FAMILY 15Y,*,65655.7,85268.3,11281.8,*,*,1439.9,VOLUME OF TRADES (000'S),GNMA,20190613
SINGLE FAMILY 15Y,*,22,28,20,*,*,12,NUMBER OF TRADES,GNMA,20190613
SINGLE FAMILY 30Y,*,100.5,101.6,102.8,103.8,104.8,105.7,AVERAGE PRICE,UMBS,20190613
SINGLE FAMILY 30Y,*,101,102.3,103.6,106.1,106.1,117.7,WEIGHTED AVG. PRICE,UMBS,20190613
SINGLE FAMILY 30Y,*,98.5,95,94,94,101.9,92.5,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190613
SINGLE FAMILY 30Y,*,99.9,101,102.2,103.6,104.7,105.2,2ND QUARTILE PRICE,UMBS,20190613
SINGLE FAMILY 30Y,*,100.6,101.8,103.1,104.5,104.9,106.2,3RD QUARTILE PRICE,UMBS,20190613
SINGLE FAMILY 30Y,*,101.1,102.5,103.6,104.5,105.5,107,4TH QUARTILE PRICE,UMBS,20190613
SINGLE FAMILY 30Y,*,101.7,103.4,105.6,106.8,106.4,116.4,AVG. PRICE TOP 5 TRADES,UMBS,20190613
SINGLE FAMILY 30Y,*,0.8,1.4,1.8,2.2,1.6,4.7,STANDARD DEVIATION,UMBS,20190613
SINGLE FAMILY 30Y,*,1083063.5,3712027.3,3127461.9,775326.4,44936,20835.7,VOLUME OF TRADES (000'S),UMBS,20190613
SINGLE FAMILY 30Y,*,164,275,291,175,44,94,NUMBER OF TRADES,UMBS,20190613
SINGLE FAMILY 30Y,0,100.2,101.8,104.3,104,104.6,104.8,AVERAGE PRICE,FNMA,20190613
SINGLE FAMILY 30Y,0,101,102.6,105,106.7,108.3,108.3,WEIGHTED AVG. PRICE,FNMA,20190613
SINGLE FAMILY 30Y,0,99.8,101.2,103.1,102.8,103.8,103.8,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190613
SINGLE FAMILY 30Y,0,99.8,101.4,104.3,102.1,102.1,102,2ND QUARTILE PRICE,FNMA,20190613
SINGLE FAMILY 30Y,0,99.9,101.6,104.5,106.1,107.6,106.3,3RD QUARTILE PRICE,FNMA,20190613
SINGLE FAMILY 30Y,0,101,102.2,105.2,106.5,109.8,111.1,4TH QUARTILE PRICE,FNMA,20190613
SINGLE FAMILY 30Y,0,100.5,103,105.3,106.6,105.2,105.4,AVG. PRICE TOP 5 TRADES,FNMA,20190613
SINGLE FAMILY 30Y,0,0.7,0.7,1.2,2.6,3.8,4,STANDARD DEVIATION,FNMA,20190613
SINGLE FAMILY 30Y,0,372511.5,440875.2,349461.9,77502.5,58964,36.3,VOLUME OF TRADES (000'S),FNMA,20190613
SINGLE FAMILY 30Y,0,12,26,21,13,7,7,NUMBER OF TRADES,FNMA,20190613
SINGLE FAMILY 30Y,0,100.1,101.9,103,103.6,103.7,112.1,AVERAGE PRICE,FHLMC,20190613
SINGLE FAMILY 30Y,0,100.9,102.6,104.7,104.7,105.8,115.5,WEIGHTED AVG. PRICE,FHLMC,20190613
SINGLE FAMILY 30Y,0,97.5,100,94.8,98,102.5,97.5,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190613
SINGLE FAMILY 30Y,0,99.9,101.7,102.6,103.5,104,109.5,2ND QUARTILE PRICE,FHLMC,20190613
SINGLE FAMILY 30Y,0,100.2,101.7,103,104.6,104.4,115.5,3RD QUARTILE PRICE,FHLMC,20190613
SINGLE FAMILY 30Y,0,100.4,102.5,104.2,104.6,105,115.5,4TH QUARTILE PRICE,FHLMC,20190613
SINGLE FAMILY 30Y,0,101.6,103.5,106,105.9,105.1,115.1,AVG. PRICE TOP 5 TRADES,FHLMC,20190613
SINGLE FAMILY 30Y,0,0.9,0.7,2.2,2.5,2,6.2,STANDARD DEVIATION,FHLMC,20190613
SINGLE FAMILY 30Y,0,600602.9,544008.1,1976878,35245.5,66725.5,94632.4,VOLUME OF TRADES (000'S),FHLMC,20190613
SINGLE FAMILY 30Y,0,117,140,131,72,23,104,NUMBER OF TRADES,FHLMC,20190613
SINGLE FAMILY 30Y,*,101.4,102.6,104,104.7,105.1,111.3,AVERAGE PRICE,GNMA,20190613
SINGLE FAMILY 30Y,*,101.7,103.1,103.7,104.6,106.4,109.4,WEIGHTED AVG. PRICE,GNMA,20190613
SINGLE FAMILY 30Y,*,100.1,98.5,99.9,101.6,100,88,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190613
SINGLE FAMILY 30Y,*,101.5,103,103.5,103.8,104,108.6,2ND QUARTILE PRICE,GNMA,20190613
SINGLE FAMILY 30Y,*,101.7,103,103.9,104.7,105.1,114.7,3RD QUARTILE PRICE,GNMA,20190613
SINGLE FAMILY 30Y,*,101.7,103.1,105,105.9,107.5,114.8,4TH QUARTILE PRICE,GNMA,20190613
SINGLE FAMILY 30Y,*,102.4,103.6,106.8,109.1,109.1,114.7,AVG. PRICE TOP 5 TRADES,GNMA,20190613
SINGLE FAMILY 30Y,*,0.7,1.1,1.5,2,2.4,5.5,STANDARD DEVIATION,GNMA,20190613
SINGLE FAMILY 30Y,*,693727.3,3403564.8,5475504.9,598456.7,257572.8,153907,VOLUME OF TRADES (000'S),GNMA,20190613
SINGLE FAMILY 30Y,*,62,163,181,138,137,875,NUMBER OF TRADES,GNMA,20190613
SINGLE FAMILY 15Y,100,100.7,102,102.7,102.4,101.3,103.2,AVERAGE PRICE,UMBS,20190614
SINGLE FAMILY 15Y,100.5,101.8,103.2,103.6,101.9,101.6,103.3,WEIGHTED AVG. PRICE,UMBS,20190614
SINGLE FAMILY 15Y,95.9,98.7,99.7,100.1,102.4,101.3,103,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190614
SINGLE FAMILY 15Y,100.4,100.2,101.4,102,*,*,102.9,2ND QUARTILE PRICE,UMBS,20190614
SINGLE FAMILY 15Y,100.5,101.1,102.1,103.6,*,*,103.3,3RD QUARTILE PRICE,UMBS,20190614
SINGLE FAMILY 15Y,100.5,101.5,103,103.6,*,*,104.7,4TH QUARTILE PRICE,UMBS,20190614
SINGLE FAMILY 15Y,100.5,101.9,103.5,103.6,102.4,101.3,103.5,AVG. PRICE TOP 5 TRADES,UMBS,20190614
SINGLE FAMILY 15Y,1.7,1.1,1.1,1.3,0.7,0.7,0.8,STANDARD DEVIATION,UMBS,20190614
SINGLE FAMILY 15Y,270725.8,265775.4,74681.8,35486.2,3596.1,3305.7,197.1,VOLUME OF TRADES (000'S),UMBS,20190614
SINGLE FAMILY 15Y,52,51,68,65,6,5,7,NUMBER OF TRADES,UMBS,20190614
SINGLE FAMILY 15Y,100.5,101.8,*,*,0,0,0,AVERAGE PRICE,FNMA,20190614
SINGLE FAMILY 15Y,100.7,101.4,*,*,0,0,0,WEIGHTED AVG. PRICE,FNMA,20190614
SINGLE FAMILY 15Y,100.5,101.4,*,*,0,0,0,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190614
SINGLE FAMILY 15Y,*,101,*,*,0,0,0,2ND QUARTILE PRICE,FNMA,20190614
SINGLE FAMILY 15Y,*,102.3,*,*,0,0,0,3RD QUARTILE PRICE,FNMA,20190614
SINGLE FAMILY 15Y,*,102.5,*,*,0,0,0,4TH QUARTILE PRICE,FNMA,20190614
SINGLE FAMILY 15Y,100.5,102.2,*,*,0,0,0,AVG. PRICE TOP 5 TRADES,FNMA,20190614
SINGLE FAMILY 15Y,0.5,0.8,*,*,0,0,0,STANDARD DEVIATION,FNMA,20190614
SINGLE FAMILY 15Y,13965,17394.3,*,*,0,0,0,VOLUME OF TRADES (000'S),FNMA,20190614
SINGLE FAMILY 15Y,6,8,*,*,0,0,0,NUMBER OF TRADES,FNMA,20190614
SINGLE FAMILY 15Y,100,101.3,101.6,101.6,102.3,*,*,AVERAGE PRICE,FHLMC,20190614
SINGLE FAMILY 15Y,100.5,102,103,101.3,102,*,*,WEIGHTED AVG. PRICE,FHLMC,20190614
SINGLE FAMILY 15Y,100,100.4,100.3,101.6,101.7,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190614
SINGLE FAMILY 15Y,*,100.9,101.5,*,102,*,*,2ND QUARTILE PRICE,FHLMC,20190614
SINGLE FAMILY 15Y,*,101.4,101.5,*,102.5,*,*,3RD QUARTILE PRICE,FHLMC,20190614
SINGLE FAMILY 15Y,*,101.9,102.1,*,103.6,*,*,4TH QUARTILE PRICE,FHLMC,20190614
SINGLE FAMILY 15Y,100,102,102.7,101.6,102.8,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,20190614
SINGLE FAMILY 15Y,0.9,0.6,1,1.3,1.2,*,*,STANDARD DEVIATION,FHLMC,20190614
SINGLE FAMILY 15Y,34389.8,33413.1,3984.1,57.1,1984.1,*,*,VOLUME OF TRADES (000'S),FHLMC,20190614
SINGLE FAMILY 15Y,15,30,31,6,9,*,*,NUMBER OF TRADES,FHLMC,20190614
SINGLE FAMILY 15Y,*,*,103,104.3,101.6,0,*,AVERAGE PRICE,GNMA,20190614
SINGLE FAMILY 15Y,*,*,103,104.4,101.7,0,*,WEIGHTED AVG. PRICE,GNMA,20190614
SINGLE FAMILY 15Y,*,*,102.9,104.1,101.6,0,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190614
SINGLE FAMILY 15Y,*,*,103.2,104.2,*,0,*,2ND QUARTILE PRICE,GNMA,20190614
SINGLE FAMILY 15Y,*,*,103.2,104.4,*,0,*,3RD QUARTILE PRICE,GNMA,20190614
SINGLE FAMILY 15Y,*,*,103.3,104.4,*,0,*,4TH QUARTILE PRICE,GNMA,20190614
SINGLE FAMILY 15Y,*,*,103.2,104.4,101.6,0,*,AVG. PRICE TOP 5 TRADES,GNMA,20190614
SINGLE FAMILY 15Y,*,*,0.5,0.2,1.3,0,*,STANDARD DEVIATION,GNMA,20190614
SINGLE FAMILY 15Y,*,*,7794.7,18490.5,70.6,0,*,VOLUME OF TRADES (000'S),GNMA,20190614
SINGLE FAMILY 15Y,*,*,10,10,5,0,*,NUMBER OF TRADES,GNMA,20190614
SINGLE FAMILY 30Y,99.8,100.2,102,103.8,105.5,107.6,108.7,AVERAGE PRICE,UMBS,20190614
SINGLE FAMILY 30Y,100.1,100.8,102.4,103.9,105.6,108.7,113.1,WEIGHTED AVG. PRICE,UMBS,20190614
SINGLE FAMILY 30Y,99.8,98.6,98.4,100.7,102.6,104.1,100.3,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190614
SINGLE FAMILY 30Y,*,99.9,101.7,102.8,104.4,106,106.2,2ND QUARTILE PRICE,UMBS,20190614
SINGLE FAMILY 30Y,*,100.3,102,103.5,104.9,107.5,108,3RD QUARTILE PRICE,UMBS,20190614
SINGLE FAMILY 30Y,*,101,102.5,104.8,106.8,108.8,113.3,4TH QUARTILE PRICE,UMBS,20190614
SINGLE FAMILY 30Y,99.8,101.3,103.6,106.2,108.3,109.9,114.6,AVG. PRICE TOP 5 TRADES,UMBS,20190614
SINGLE FAMILY 30Y,0.6,0.9,0.9,1.3,1.5,2.1,4.2,STANDARD DEVIATION,UMBS,20190614
SINGLE FAMILY 30Y,9000.3,489183.1,1275112.6,777931.4,780395.3,326032.2,6481.8,VOLUME OF TRADES (000'S),UMBS,20190614
SINGLE FAMILY 30Y,7,65,219,280,202,147,63,NUMBER OF TRADES,UMBS,20190614
SINGLE FAMILY 30Y,0,99.9,102.6,102.7,*,*,0,AVERAGE PRICE,FNMA,20190614
SINGLE FAMILY 30Y,0,99.8,102.8,102.2,*,*,0,WEIGHTED AVG. PRICE,FNMA,20190614
SINGLE FAMILY 30Y,0,99.7,102.2,102.7,*,*,0,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190614
SINGLE FAMILY 30Y,0,99.7,102.8,*,*,*,0,2ND QUARTILE PRICE,FNMA,20190614
SINGLE FAMILY 30Y,0,99.9,103.3,*,*,*,0,3RD QUARTILE PRICE,FNMA,20190614
SINGLE FAMILY 30Y,0,100,103.7,*,*,*,0,4TH QUARTILE PRICE,FNMA,20190614
SINGLE FAMILY 30Y,0,100.1,103,102.7,*,*,0,AVG. PRICE TOP 5 TRADES,FNMA,20190614
SINGLE FAMILY 30Y,0,0.4,1.1,1,*,*,0,STANDARD DEVIATION,FNMA,20190614
SINGLE FAMILY 30Y,0,49010.7,46250.2,153829.6,*,*,0,VOLUME OF TRADES (000'S),FNMA,20190614
SINGLE FAMILY 30Y,0,12,9,10,*,*,0,NUMBER OF TRADES,FNMA,20190614
SINGLE FAMILY 30Y,99.7,100.2,102,103.2,105.7,107.6,102.6,AVERAGE PRICE,FHLMC,20190614
SINGLE FAMILY 30Y,99.7,100.5,102.5,103.4,105.1,108.9,108,WEIGHTED AVG. PRICE,FHLMC,20190614
SINGLE FAMILY 30Y,99.7,98.6,101.6,101.6,104.1,105.3,93.9,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190614
SINGLE FAMILY 30Y,*,100.1,101.5,102.8,104.4,106,88,2ND QUARTILE PRICE,FHLMC,20190614
SINGLE FAMILY 30Y,*,100.1,101.8,102.8,105.2,107,107,3RD QUARTILE PRICE,FHLMC,20190614
SINGLE FAMILY 30Y,*,100.8,102.4,103.5,107.4,108.7,111.4,4TH QUARTILE PRICE,FHLMC,20190614
SINGLE FAMILY 30Y,99.7,101.6,103.4,105.7,108,109.9,111.1,AVG. PRICE TOP 5 TRADES,FHLMC,20190614
SINGLE FAMILY 30Y,0.3,0.9,0.6,1,1.5,1.8,10.1,STANDARD DEVIATION,FHLMC,20190614
SINGLE FAMILY 30Y,8175.5,297668.8,253930.5,153464.9,119499.8,100771.8,1515.9,VOLUME OF TRADES (000'S),FHLMC,20190614
SINGLE FAMILY 30Y,5,70,83,103,82,32,20,NUMBER OF TRADES,FHLMC,20190614
SINGLE FAMILY 30Y,0,101.3,102.7,104.4,105,105.1,103.2,AVERAGE PRICE,GNMA,20190614
SINGLE FAMILY 30Y,0,101.5,103,103.9,104.5,105.6,106.2,WEIGHTED AVG. PRICE,GNMA,20190614
SINGLE FAMILY 30Y,0,100,100.3,101.2,100.9,100,94.5,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190614
SINGLE FAMILY 30Y,0,100.7,103,103.8,104,104.3,100,2ND QUARTILE PRICE,GNMA,20190614
SINGLE FAMILY 30Y,0,101.7,103,103.9,104.7,105.4,100.5,3RD QUARTILE PRICE,GNMA,20190614
SINGLE FAMILY 30Y,0,101.7,103.1,105.6,106.6,106.8,107.4,4TH QUARTILE PRICE,GNMA,20190614
SINGLE FAMILY 30Y,0,102.3,103.6,107,109.1,110.4,114,AVG. PRICE TOP 5 TRADES,GNMA,20190614
SINGLE FAMILY 30Y,0,0.8,0.9,1.4,2.2,2.6,4.9,STANDARD DEVIATION,GNMA,20190614
SINGLE FAMILY 30Y,0,937121.5,1874508.7,1700238.5,1192787.8,165012.1,101130,VOLUME OF TRADES (000'S),GNMA,20190614
SINGLE FAMILY 30Y,0,50,81,166,148,128,544,NUMBER OF TRADES,GNMA,20190614
SINGLE FAMILY 15Y,99.8,101.2,102.1,103,103.1,*,101.9,AVERAGE PRICE,UMBS,20190617
SINGLE FAMILY 15Y,100,101.8,103.1,104.6,103.5,*,102.2,WEIGHTED AVG. PRICE,UMBS,20190617
SINGLE FAMILY 15Y,98.2,98.8,100.6,101,101.6,*,101.6,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190617
SINGLE FAMILY 15Y,99,101.2,101.7,102.5,102.3,*,102,2ND QUARTILE PRICE,UMBS,20190617
SINGLE FAMILY 15Y,100.3,101.5,102,103.2,103.6,*,102.2,3RD QUARTILE PRICE,UMBS,20190617
SINGLE FAMILY 15Y,100.5,101.7,102.6,103.3,104.6,*,103.5,4TH QUARTILE PRICE,UMBS,20190617
SINGLE FAMILY 15Y,100.6,102,103.5,104.9,104.5,*,102.2,AVG. PRICE TOP 5 TRADES,UMBS,20190617
SINGLE FAMILY 15Y,0.9,0.9,0.7,1.3,1.5,*,1,STANDARD DEVIATION,UMBS,20190617
SINGLE FAMILY 15Y,200444.7,251410,232386.8,15866.1,375.9,*,155.3,VOLUME OF TRADES (000'S),UMBS,20190617
SINGLE FAMILY 15Y,99,69,81,33,13,*,7,NUMBER OF TRADES,UMBS,20190617
SINGLE FAMILY 15Y,99.7,100.9,103,*,0,*,*,AVERAGE PRICE,FNMA,20190617
SINGLE FAMILY 15Y,100.2,101.2,103.3,*,0,*,*,WEIGHTED AVG. PRICE,FNMA,20190617
SINGLE FAMILY 15Y,98.7,100.3,101.7,*,0,*,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190617
SINGLE FAMILY 15Y,99.5,100.5,102.4,*,0,*,*,2ND QUARTILE PRICE,FNMA,20190617
SINGLE FAMILY 15Y,100.2,100.7,103.3,*,0,*,*,3RD QUARTILE PRICE,FNMA,20190617
SINGLE FAMILY 15Y,100.6,101.4,103.9,*,0,*,*,4TH QUARTILE PRICE,FNMA,20190617
SINGLE FAMILY 15Y,100.5,101.8,104.3,*,0,*,*,AVG. PRICE TOP 5 TRADES,FNMA,20190617
SINGLE FAMILY 15Y,1.1,0.5,1,*,0,*,*,STANDARD DEVIATION,FNMA,20190617
SINGLE FAMILY 15Y,40416.3,334679.8,120414,*,0,*,*,VOLUME OF TRADES (000'S),FNMA,20190617
SINGLE FAMILY 15Y,12,29,22,*,0,*,*,NUMBER OF TRADES,FNMA,20190617
SINGLE FAMILY 15Y,100,101.3,102,103.1,*,100.7,101.9,AVERAGE PRICE,FHLMC,20190617
SINGLE FAMILY 15Y,100.4,101.9,102.9,103.4,*,101.2,102.2,WEIGHTED AVG. PRICE,FHLMC,20190617
SINGLE FAMILY 15Y,98.2,100.4,100.8,103,*,100.2,101.9,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190617
SINGLE FAMILY 15Y,100.2,100.8,101.6,102.8,*,99.9,*,2ND QUARTILE PRICE,FHLMC,20190617
SINGLE FAMILY 15Y,100.4,101.6,101.9,103.4,*,102,*,3RD QUARTILE PRICE,FHLMC,20190617
SINGLE FAMILY 15Y,100.5,101.9,102.7,103.6,*,103.4,*,4TH QUARTILE PRICE,FHLMC,20190617
SINGLE FAMILY 15Y,100.6,102.3,103,103.2,*,101.2,101.9,AVG. PRICE TOP 5 TRADES,FHLMC,20190617
SINGLE FAMILY 15Y,1,0.7,0.7,0.4,*,1.8,0.5,STANDARD DEVIATION,FHLMC,20190617
SINGLE FAMILY 15Y,40123.4,81654.2,10525,649.6,*,26.1,111.9,VOLUME OF TRADES (000'S),FHLMC,20190617
SINGLE FAMILY 15Y,35,28,36,10,*,6,8,NUMBER OF TRADES,FHLMC,20190617
SINGLE FAMILY 15Y,99.5,101.9,102.6,103.2,*,*,*,AVERAGE PRICE,GNMA,20190617
SINGLE FAMILY 15Y,99.8,101.9,103.2,104.2,*,*,*,WEIGHTED AVG. PRICE,GNMA,20190617
SINGLE FAMILY 15Y,99.3,101.7,101.5,102.3,*,*,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190617
SINGLE FAMILY 15Y,99.5,101.9,102.3,104.1,*,*,*,2ND QUARTILE PRICE,GNMA,20190617
SINGLE FAMILY 15Y,99.8,101.9,103.2,104.4,*,*,*,3RD QUARTILE PRICE,GNMA,20190617
SINGLE FAMILY 15Y,100.5,102.2,103.3,104.4,*,*,*,4TH QUARTILE PRICE,GNMA,20190617
SINGLE FAMILY 15Y,99.8,102.1,103.3,104.3,*,*,*,AVG. PRICE TOP 5 TRADES,GNMA,20190617
SINGLE FAMILY 15Y,0.9,0.3,1,1.9,*,*,*,STANDARD DEVIATION,GNMA,20190617
SINGLE FAMILY 15Y,12516.5,6106.3,22736.5,6763.2,*,*,*,VOLUME OF TRADES (000'S),GNMA,20190617
SINGLE FAMILY 15Y,7,9,13,10,*,*,*,NUMBER OF TRADES,GNMA,20190617
SINGLE FAMILY 30Y,99.3,100.8,101.8,103.6,104.8,105.3,106.6,AVERAGE PRICE,UMBS,20190617
SINGLE FAMILY 30Y,99.3,100.8,101.9,103.8,106.3,107.1,110.2,WEIGHTED AVG. PRICE,UMBS,20190617
SINGLE FAMILY 30Y,98.9,99.1,100,100.4,102.1,98.8,100.4,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190617
SINGLE FAMILY 30Y,98.8,100.1,101.5,102.8,104.2,105.2,103,2ND QUARTILE PRICE,UMBS,20190617
SINGLE FAMILY 30Y,99.2,100.9,101.8,103.5,104.3,105.4,106.7,3RD QUARTILE PRICE,UMBS,20190617
SINGLE FAMILY 30Y,99.5,101.8,102.4,104.5,105.3,107.5,109,4TH QUARTILE PRICE,UMBS,20190617
SINGLE FAMILY 30Y,99.8,101.7,103.7,106,107.9,108.4,113.9,AVG. PRICE TOP 5 TRADES,UMBS,20190617
SINGLE FAMILY 30Y,0.6,0.8,0.8,1.5,1.4,3.4,3.8,STANDARD DEVIATION,UMBS,20190617
SINGLE FAMILY 30Y,45749.5,419658.5,1579229.7,4132796.8,68149.5,46431.2,5114.4,VOLUME OF TRADES (000'S),UMBS,20190617
SINGLE FAMILY 30Y,20,147,193,241,199,77,114,NUMBER OF TRADES,UMBS,20190617
SINGLE FAMILY 30Y,*,100,102.1,*,*,0,102.8,AVERAGE PRICE,FNMA,20190617
SINGLE FAMILY 30Y,*,99.8,102.1,*,*,0,115.3,WEIGHTED AVG. PRICE,FNMA,20190617
SINGLE FAMILY 30Y,*,100,101,*,*,0,101.2,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190617
SINGLE FAMILY 30Y,*,*,101.3,*,*,0,101.5,2ND QUARTILE PRICE,FNMA,20190617
SINGLE FAMILY 30Y,*,*,102,*,*,0,102,3RD QUARTILE PRICE,FNMA,20190617
SINGLE FAMILY 30Y,*,*,103.2,*,*,0,103,4TH QUARTILE PRICE,FNMA,20190617
SINGLE FAMILY 30Y,*,100,103.6,*,*,0,103.9,AVG. PRICE TOP 5 TRADES,FNMA,20190617
SINGLE FAMILY 30Y,*,0.6,1,*,*,0,4.4,STANDARD DEVIATION,FNMA,20190617
SINGLE FAMILY 30Y,*,16637.7,94646.3,*,*,0,1498,VOLUME OF TRADES (000'S),FNMA,20190617
SINGLE FAMILY 30Y,*,5,27,*,*,0,11,NUMBER OF TRADES,FNMA,20190617
SINGLE FAMILY 30Y,99.9,100.5,102,103.1,104.7,106.4,104.3,AVERAGE PRICE,FHLMC,20190617
SINGLE FAMILY 30Y,100.1,100.6,102.2,105.1,106.4,107.6,113.8,WEIGHTED AVG. PRICE,FHLMC,20190617
SINGLE FAMILY 30Y,99.9,99,101.3,101.7,102.7,104,99.7,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190617
SINGLE FAMILY 30Y,*,100.1,101.7,102.8,104.3,105.5,100,2ND QUARTILE PRICE,FHLMC,20190617
SINGLE FAMILY 30Y,*,100.3,101.9,102.8,104.3,106.7,104.7,3RD QUARTILE PRICE,FHLMC,20190617
SINGLE FAMILY 30Y,*,101.2,102.4,103.5,106.2,108.4,108,4TH QUARTILE PRICE,FHLMC,20190617
SINGLE FAMILY 30Y,99.9,101.5,103.2,105.4,107.5,108.1,112.1,AVG. PRICE TOP 5 TRADES,FHLMC,20190617
SINGLE FAMILY 30Y,0.3,0.7,0.5,0.9,1.5,2.1,4.8,STANDARD DEVIATION,FHLMC,20190617
SINGLE FAMILY 30Y,47109.2,369315.9,196672,417180.1,40705.6,603.7,21199.2,VOLUME OF TRADES (000'S),FHLMC,20190617
SINGLE FAMILY 30Y,6,113,154,90,69,24,46,NUMBER OF TRADES,FHLMC,20190617
SINGLE FAMILY 30Y,100.3,101.3,102.7,104.2,104.9,105.5,105.9,AVERAGE PRICE,GNMA,20190617
SINGLE FAMILY 30Y,100.4,101.5,102.8,104,104.4,105.1,107.8,WEIGHTED AVG. PRICE,GNMA,20190617
SINGLE FAMILY 30Y,100.3,100.2,99,99.8,97.3,101.7,82.6,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190617
SINGLE FAMILY 30Y,*,100.5,102.9,103.8,104.2,105,105.5,2ND QUARTILE PRICE,GNMA,20190617
SINGLE FAMILY 30Y,*,101.6,103,103.9,104.8,105.6,107.4,3RD QUARTILE PRICE,GNMA,20190617
SINGLE FAMILY 30Y,*,101.6,103.1,105.2,106.6,105.8,108.7,4TH QUARTILE PRICE,GNMA,20190617
SINGLE FAMILY 30Y,100.3,102.4,103.7,107.1,108.4,109.6,114.8,AVG. PRICE TOP 5 TRADES,GNMA,20190617
SINGLE FAMILY 30Y,0.3,0.7,1.1,1.5,2.4,1.8,5.7,STANDARD DEVIATION,GNMA,20190617
SINGLE FAMILY 30Y,17689.7,1842555,2144539.3,4677291.6,3004319.9,338577.4,88355,VOLUME OF TRADES (000'S),GNMA,20190617
SINGLE FAMILY 30Y,5,71,129,203,196,132,320,NUMBER OF TRADES,GNMA,20190617
SINGLE FAMILY 15Y,100.2,101.6,102.2,103.5,104.4,*,103.2,AVERAGE PRICE,UMBS,20190618
SINGLE FAMILY 15Y,100.5,101.9,103.2,104.9,108,*,103.6,WEIGHTED AVG. PRICE,UMBS,20190618
SINGLE FAMILY 15Y,98.8,99.9,100.5,101.8,102.5,*,103.2,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190618
SINGLE FAMILY 15Y,100.3,101.7,101.7,102.3,103.1,*,*,2ND QUARTILE PRICE,UMBS,20190618
SINGLE FAMILY 15Y,100.5,101.8,102.3,103.6,104.2,*,*,3RD QUARTILE PRICE,UMBS,20190618
SINGLE FAMILY 15Y,100.6,101.9,102.9,104.5,108.2,*,*,4TH QUARTILE PRICE,UMBS,20190618
SINGLE FAMILY 15Y,100.7,102.2,103.4,105.4,106,*,103.2,AVG. PRICE TOP 5 TRADES,UMBS,20190618
SINGLE FAMILY 15Y,0.6,0.6,0.9,1.4,2.8,*,0.8,STANDARD DEVIATION,UMBS,20190618
SINGLE FAMILY 15Y,144894.3,163152.2,234465.6,84986.1,9837,*,437.4,VOLUME OF TRADES (000'S),UMBS,20190618
SINGLE FAMILY 15Y,41,89,65,30,10,*,5,NUMBER OF TRADES,UMBS,20190618
SINGLE FAMILY 15Y,99.5,101.6,104.1,105.7,103.4,0,0,AVERAGE PRICE,FNMA,20190618
SINGLE FAMILY 15Y,99.9,101.8,104.6,106.8,102.8,0,0,WEIGHTED AVG. PRICE,FNMA,20190618
SINGLE FAMILY 15Y,98.7,100.4,101.7,104.2,102.5,0,0,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190618
