Mortgage Type,<= 2.5 ,3,3.5,4,4.5,5,> 5.0,Measure,Agency,Date
SINGLE FAMILY 30Y,99.6,100.5,103.4,103.7,106.7,105.7,111.9,WEIGHTED AVG. PRICE,FHLMC,20190605
SINGLE FAMILY 30Y,99.4,99.2,100.2,102.1,103.2,105.3,94.5,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190605
SINGLE FAMILY 30Y,*,99.9,101.8,102.8,104.6,105.7,100,2ND QUARTILE PRICE,FHLMC,20190605
SINGLE FAMILY 30Y,*,100.2,101.8,103.1,105.1,106.1,107,3RD QUARTILE PRICE,FHLMC,20190605
SINGLE FAMILY 30Y,*,100.6,102.8,103.9,106.1,108.6,111.9,4TH QUARTILE PRICE,FHLMC,20190605
SINGLE FAMILY 30Y,99.4,101.4,103.5,105.6,107.9,107,113.8,AVG. PRICE TOP 5 TRADES,FHLMC,20190605
SINGLE FAMILY 30Y,0.2,0.7,0.9,1,1.3,1.7,7.9,STANDARD DEVIATION,FHLMC,20190605
SINGLE FAMILY 30Y,197.7,713059.6,710791.2,158652.9,227592.8,29039.8,3416,VOLUME OF TRADES (000'S),FHLMC,20190605
SINGLE FAMILY 30Y,5,71,119,82,94,11,30,NUMBER OF TRADES,FHLMC,20190605
SINGLE FAMILY 30Y,98.4,101.8,103,103.9,104.4,105.3,100.8,AVERAGE PRICE,GNMA,20190605
SINGLE FAMILY 30Y,99.8,101.8,102.9,104,104.5,105.1,107.5,WEIGHTED AVG. PRICE,GNMA,20190605
SINGLE FAMILY 30Y,97.9,100.7,101.4,99.1,100.7,100,82.5,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190605
SINGLE FAMILY 30Y,99.8,101.6,102.9,103.6,104.2,104.5,94.3,2ND QUARTILE PRICE,GNMA,20190605
SINGLE FAMILY 30Y,99.8,101.8,103,104,104.6,105.3,102,3RD QUARTILE PRICE,GNMA,20190605
SINGLE FAMILY 30Y,99.9,102.1,103.3,105,104.8,107.4,107.4,4TH QUARTILE PRICE,GNMA,20190605
SINGLE FAMILY 30Y,99.9,102.6,103.5,106.2,106.3,108.9,110.9,AVG. PRICE TOP 5 TRADES,GNMA,20190605
SINGLE FAMILY 30Y,2.7,0.6,0.5,1.7,1.3,2.5,7.4,STANDARD DEVIATION,GNMA,20190605
SINGLE FAMILY 30Y,661374.7,1119643,1197368.6,2062489,976389.7,238778.9,42174.5,VOLUME OF TRADES (000'S),GNMA,20190605
SINGLE FAMILY 30Y,8,54,95,107,67,54,329,NUMBER OF TRADES,GNMA,20190605
SINGLE FAMILY 15Y,99.5,101.7,102.1,103.1,101.8,100.2,101.5,AVERAGE PRICE,UMBS,20190606
SINGLE FAMILY 15Y,100.3,101.8,103.2,103.9,104.8,103.2,104,WEIGHTED AVG. PRICE,UMBS,20190606
SINGLE FAMILY 15Y,98.2,99.5,101.3,101.1,101.8,97.6,100.4,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190606
SINGLE FAMILY 15Y,98.5,101.8,102.1,103.4,*,97,100,2ND QUARTILE PRICE,UMBS,20190606
SINGLE FAMILY 15Y,100.1,101.9,102.6,103.4,*,100.9,101.2,3RD QUARTILE PRICE,UMBS,20190606
SINGLE FAMILY 15Y,100.3,101.9,102.9,103.4,*,103.3,103.3,4TH QUARTILE PRICE,UMBS,20190606
SINGLE FAMILY 15Y,100.5,102.1,103.2,104.2,101.8,103.3,104.4,AVG. PRICE TOP 5 TRADES,UMBS,20190606
SINGLE FAMILY 15Y,1,0.5,1.3,0.9,2.3,3.5,2.8,STANDARD DEVIATION,UMBS,20190606
SINGLE FAMILY 15Y,68740.9,1160233.7,102350.2,171783.8,651,1325.6,884.4,VOLUME OF TRADES (000'S),UMBS,20190606
SINGLE FAMILY 15Y,34,210,54,47,10,20,16,NUMBER OF TRADES,UMBS,20190606
SINGLE FAMILY 15Y,99.8,101,103,*,0,0,*,AVERAGE PRICE,FNMA,20190606
SINGLE FAMILY 15Y,100.5,101.1,103.3,*,0,0,*,WEIGHTED AVG. PRICE,FNMA,20190606
SINGLE FAMILY 15Y,99.2,99.9,100,*,0,0,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190606
SINGLE FAMILY 15Y,99.5,100.3,102.1,*,0,0,*,2ND QUARTILE PRICE,FNMA,20190606
SINGLE FAMILY 15Y,99.8,101.3,103.1,*,0,0,*,3RD QUARTILE PRICE,FNMA,20190606
SINGLE FAMILY 15Y,100.2,101.9,104.4,*,0,0,*,4TH QUARTILE PRICE,FNMA,20190606
SINGLE FAMILY 15Y,100.4,102.2,105,*,0,0,*,AVG. PRICE TOP 5 TRADES,FNMA,20190606
SINGLE FAMILY 15Y,0.5,1,1.6,*,0,0,*,STANDARD DEVIATION,FNMA,20190606
SINGLE FAMILY 15Y,97936.2,111701.3,194796.7,*,0,0,*,VOLUME OF TRADES (000'S),FNMA,20190606
SINGLE FAMILY 15Y,19,18,45,*,0,0,*,NUMBER OF TRADES,FNMA,20190606
SINGLE FAMILY 15Y,99.4,101.8,102.2,102.5,103.2,100.4,103.3,AVERAGE PRICE,FHLMC,20190606
SINGLE FAMILY 15Y,99.4,101.7,103,103.4,103.4,101.8,107.4,WEIGHTED AVG. PRICE,FHLMC,20190606
SINGLE FAMILY 15Y,98.2,100.7,101.1,101.7,103,100.4,101.8,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190606
SINGLE FAMILY 15Y,98.7,101.9,101.6,102.6,102.9,*,100.5,2ND QUARTILE PRICE,FHLMC,20190606
SINGLE FAMILY 15Y,100.1,101.9,102.9,103.2,104,*,103.2,3RD QUARTILE PRICE,FHLMC,20190606
SINGLE FAMILY 15Y,100.3,101.9,103,103.5,104.4,*,107.6,4TH QUARTILE PRICE,FHLMC,20190606
SINGLE FAMILY 15Y,100.1,101.9,103.2,103.4,103.5,100.4,105.1,AVG. PRICE TOP 5 TRADES,FHLMC,20190606
SINGLE FAMILY 15Y,1,0.3,1.2,1.5,1.1,2.4,3.1,STANDARD DEVIATION,FHLMC,20190606
SINGLE FAMILY 15Y,8537.2,148596.2,364177,5466.3,693.2,36.6,12699.1,VOLUME OF TRADES (000'S),FHLMC,20190606
SINGLE FAMILY 15Y,18,154,30,9,6,7,8,NUMBER OF TRADES,FHLMC,20190606
SINGLE FAMILY 15Y,*,101.7,103,103.6,*,*,*,AVERAGE PRICE,GNMA,20190606
SINGLE FAMILY 15Y,*,101.7,103.2,104.3,*,*,*,WEIGHTED AVG. PRICE,GNMA,20190606
SINGLE FAMILY 15Y,*,101.7,102.5,102.9,*,*,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190606
SINGLE FAMILY 15Y,*,*,102.8,103,*,*,*,2ND QUARTILE PRICE,GNMA,20190606
SINGLE FAMILY 15Y,*,*,103.1,104.1,*,*,*,3RD QUARTILE PRICE,GNMA,20190606
SINGLE FAMILY 15Y,*,*,103.2,104.3,*,*,*,4TH QUARTILE PRICE,GNMA,20190606
SINGLE FAMILY 15Y,*,101.7,103.2,104.4,*,*,*,AVG. PRICE TOP 5 TRADES,GNMA,20190606
SINGLE FAMILY 15Y,*,0.1,0.4,0.9,*,*,*,STANDARD DEVIATION,GNMA,20190606
SINGLE FAMILY 15Y,*,2009.1,93149.9,75578.9,*,*,*,VOLUME OF TRADES (000'S),GNMA,20190606
SINGLE FAMILY 15Y,*,5,15,16,*,*,*,NUMBER OF TRADES,GNMA,20190606
SINGLE FAMILY 30Y,98.4,100.8,102.4,103.7,104.8,105.7,105,AVERAGE PRICE,UMBS,20190606
SINGLE FAMILY 30Y,99,100.6,102.3,103.8,105.8,107,111.1,WEIGHTED AVG. PRICE,UMBS,20190606
SINGLE FAMILY 30Y,98.2,99.3,101.1,101,102.6,102,92.9,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190606
SINGLE FAMILY 30Y,97.5,100.3,101.8,103,104.3,105.2,101.3,2ND QUARTILE PRICE,UMBS,20190606
SINGLE FAMILY 30Y,98.7,101,102.4,103.6,104.4,105.6,106.1,3RD QUARTILE PRICE,UMBS,20190606
SINGLE FAMILY 30Y,99.3,101.4,102.8,104.4,105,106.3,110.6,4TH QUARTILE PRICE,UMBS,20190606
SINGLE FAMILY 30Y,98.9,101.9,103.9,106.2,108,109.8,113.5,AVG. PRICE TOP 5 TRADES,UMBS,20190606
SINGLE FAMILY 30Y,0.8,0.7,0.7,1.1,1.3,2,5.8,STANDARD DEVIATION,UMBS,20190606
SINGLE FAMILY 30Y,11413.1,1283105.1,3558256.7,3171015.4,453862.7,93042.8,39949.2,VOLUME OF TRADES (000'S),UMBS,20190606
SINGLE FAMILY 30Y,14,121,244,239,158,68,93,NUMBER OF TRADES,UMBS,20190606
SINGLE FAMILY 30Y,0,99.8,102.2,104.3,105.4,0,101.2,AVERAGE PRICE,FNMA,20190606
SINGLE FAMILY 30Y,0,100,102.2,105.3,105.1,0,115.3,WEIGHTED AVG. PRICE,FNMA,20190606
SINGLE FAMILY 30Y,0,97.4,101.3,103.1,105.4,0,100,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190606
SINGLE FAMILY 30Y,0,99.6,101.8,104,*,0,98,2ND QUARTILE PRICE,FNMA,20190606
SINGLE FAMILY 30Y,0,99.9,102.1,104.4,*,0,99,3RD QUARTILE PRICE,FNMA,20190606
SINGLE FAMILY 30Y,0,100.5,102.8,105.6,*,0,103.9,4TH QUARTILE PRICE,FNMA,20190606
SINGLE FAMILY 30Y,0,101.2,103.1,105.6,105.4,0,101.5,AVG. PRICE TOP 5 TRADES,FNMA,20190606
SINGLE FAMILY 30Y,0,1.5,0.7,1.2,1.7,0,5.1,STANDARD DEVIATION,FNMA,20190606
SINGLE FAMILY 30Y,0,126192.4,606528.4,751123.1,8100.2,0,1533.7,VOLUME OF TRADES (000'S),FNMA,20190606
SINGLE FAMILY 30Y,0,28,23,15,5,0,13,NUMBER OF TRADES,FNMA,20190606
SINGLE FAMILY 30Y,*,100.4,102.1,103.5,104.5,106.6,109.5,AVERAGE PRICE,FHLMC,20190606
SINGLE FAMILY 30Y,*,100.8,102.4,104.4,104.8,106.9,109.1,WEIGHTED AVG. PRICE,FHLMC,20190606
SINGLE FAMILY 30Y,*,98.5,101.1,102.6,103.8,104.3,102.4,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190606
SINGLE FAMILY 30Y,*,100.2,101.6,102.8,103.9,105.3,107.7,2ND QUARTILE PRICE,FHLMC,20190606
SINGLE FAMILY 30Y,*,100.3,102,103.3,104.6,106.1,110.8,3RD QUARTILE PRICE,FHLMC,20190606
SINGLE FAMILY 30Y,*,100.9,102.6,104.1,104.7,109.7,110.8,4TH QUARTILE PRICE,FHLMC,20190606
SINGLE FAMILY 30Y,*,101.5,103.6,105.5,105.9,109.1,110.6,AVG. PRICE TOP 5 TRADES,FHLMC,20190606
SINGLE FAMILY 30Y,*,0.8,0.7,1,0.8,2,3.3,STANDARD DEVIATION,FHLMC,20190606
SINGLE FAMILY 30Y,*,215637.7,830852.7,350459.8,76565.6,102126.2,6947.1,VOLUME OF TRADES (000'S),FHLMC,20190606
SINGLE FAMILY 30Y,*,91,139,68,52,46,74,NUMBER OF TRADES,FHLMC,20190606
SINGLE FAMILY 30Y,*,101.6,102.8,104.3,104.9,106.3,105.7,AVERAGE PRICE,GNMA,20190606
SINGLE FAMILY 30Y,*,101.6,102.9,103.8,104.7,105.8,106.7,WEIGHTED AVG. PRICE,GNMA,20190606
SINGLE FAMILY 30Y,*,101.2,101.6,102.6,102,100.5,92.2,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190606
SINGLE FAMILY 30Y,*,101.6,102.9,103.7,104.5,104.7,103.6,2ND QUARTILE PRICE,GNMA,20190606
SINGLE FAMILY 30Y,*,101.6,102.9,103.8,104.7,105.5,107.2,3RD QUARTILE PRICE,GNMA,20190606
SINGLE FAMILY 30Y,*,101.6,103,105.5,106,108.6,109,4TH QUARTILE PRICE,GNMA,20190606
SINGLE FAMILY 30Y,*,101.8,103.6,106.5,107.7,108.8,114.5,AVG. PRICE TOP 5 TRADES,GNMA,20190606
SINGLE FAMILY 30Y,*,0.2,0.5,1.1,1.5,2.6,5.5,STANDARD DEVIATION,GNMA,20190606
SINGLE FAMILY 30Y,*,996748.2,2246323.7,1193108.3,987452.1,168107.1,55347.7,VOLUME OF TRADES (000'S),GNMA,20190606
SINGLE FAMILY 30Y,*,39,92,100,68,87,184,NUMBER OF TRADES,GNMA,20190606
SINGLE FAMILY 15Y,99.9,101.7,102.5,102.7,103,*,102.9,AVERAGE PRICE,UMBS,20190607
SINGLE FAMILY 15Y,100.5,101.8,103.3,104,104.9,*,104.7,WEIGHTED AVG. PRICE,UMBS,20190607
SINGLE FAMILY 15Y,99.1,100.7,101.4,100.9,103,*,102.9,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190607
SINGLE FAMILY 15Y,100.1,101.6,101.4,102,*,*,*,2ND QUARTILE PRICE,UMBS,20190607
SINGLE FAMILY 15Y,100.2,101.7,102.8,103.2,*,*,*,3RD QUARTILE PRICE,UMBS,20190607
SINGLE FAMILY 15Y,100.5,101.8,103,103.6,*,*,*,4TH QUARTILE PRICE,UMBS,20190607
SINGLE FAMILY 15Y,100.6,102.2,103.6,104.5,103,*,102.9,AVG. PRICE TOP 5 TRADES,UMBS,20190607
SINGLE FAMILY 15Y,0.9,0.3,0.8,1.3,2.5,*,2.7,STANDARD DEVIATION,UMBS,20190607
SINGLE FAMILY 15Y,52932.3,555270.4,80547.2,15595.4,1961.8,*,72.5,VOLUME OF TRADES (000'S),UMBS,20190607
SINGLE FAMILY 15Y,18,80,47,43,6,*,5,NUMBER OF TRADES,UMBS,20190607
SINGLE FAMILY 15Y,99.3,101,103.9,106.5,*,0,0,AVERAGE PRICE,FNMA,20190607
SINGLE FAMILY 15Y,99.2,102.3,104.5,107.6,*,0,0,WEIGHTED AVG. PRICE,FNMA,20190607
SINGLE FAMILY 15Y,99,100.1,102.7,106.5,*,0,0,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190607
SINGLE FAMILY 15Y,99.4,100.3,103,*,*,0,0,2ND QUARTILE PRICE,FNMA,20190607
SINGLE FAMILY 15Y,99.5,101.2,103.9,*,*,0,0,3RD QUARTILE PRICE,FNMA,20190607
SINGLE FAMILY 15Y,99.7,102.8,105.3,*,*,0,0,4TH QUARTILE PRICE,FNMA,20190607
SINGLE FAMILY 15Y,99.6,101.9,105.2,106.5,*,0,0,AVG. PRICE TOP 5 TRADES,FNMA,20190607
SINGLE FAMILY 15Y,0.5,1.3,1.2,2.6,*,0,0,STANDARD DEVIATION,FNMA,20190607
SINGLE FAMILY 15Y,106303.6,25898.5,78041.2,23656.2,*,0,0,VOLUME OF TRADES (000'S),FNMA,20190607
SINGLE FAMILY 15Y,9,10,16,5,*,0,0,NUMBER OF TRADES,FNMA,20190607
SINGLE FAMILY 15Y,100.3,101.4,102.6,103.8,102.9,99.9,100.5,AVERAGE PRICE,FHLMC,20190607
SINGLE FAMILY 15Y,100.6,101.7,103.1,103.9,103,100.1,100.9,WEIGHTED AVG. PRICE,FHLMC,20190607
SINGLE FAMILY 15Y,100.2,100.5,101.4,103.7,102.3,98.7,98.9,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190607
SINGLE FAMILY 15Y,100.3,101.3,102.6,103.4,102.6,99.3,100.1,2ND QUARTILE PRICE,FHLMC,20190607
SINGLE FAMILY 15Y,100.3,101.5,102.8,103.5,102.7,100,100.7,3RD QUARTILE PRICE,FHLMC,20190607
SINGLE FAMILY 15Y,100.5,101.6,103,104.3,103.2,100.5,101,4TH QUARTILE PRICE,FHLMC,20190607
SINGLE FAMILY 15Y,100.6,102.1,103.3,103.8,103.7,101.2,101.8,AVG. PRICE TOP 5 TRADES,FHLMC,20190607
SINGLE FAMILY 15Y,0.2,0.5,0.7,0.5,0.4,1.5,1,STANDARD DEVIATION,FHLMC,20190607
SINGLE FAMILY 15Y,42368.2,46254.9,191099,3274,8469,140.6,196.1,VOLUME OF TRADES (000'S),FHLMC,20190607
SINGLE FAMILY 15Y,24,58,54,8,56,15,26,NUMBER OF TRADES,FHLMC,20190607
SINGLE FAMILY 15Y,*,101.8,102.9,102.6,102,0,*,AVERAGE PRICE,GNMA,20190607
SINGLE FAMILY 15Y,*,102,103.4,102.7,102,0,*,WEIGHTED AVG. PRICE,GNMA,20190607
SINGLE FAMILY 15Y,*,101.7,102.6,102.4,102,0,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190607
SINGLE FAMILY 15Y,*,101.7,102.4,102.4,*,0,*,2ND QUARTILE PRICE,GNMA,20190607
SINGLE FAMILY 15Y,*,101.9,103.3,102.8,*,0,*,3RD QUARTILE PRICE,GNMA,20190607
SINGLE FAMILY 15Y,*,102,103.4,103.3,*,0,*,4TH QUARTILE PRICE,GNMA,20190607
SINGLE FAMILY 15Y,*,101.9,103.4,102.8,102,0,*,AVG. PRICE TOP 5 TRADES,GNMA,20190607
SINGLE FAMILY 15Y,*,0.2,0.6,0.4,0.5,0,*,STANDARD DEVIATION,GNMA,20190607
SINGLE FAMILY 15Y,*,11437.3,23168.1,372.3,87.7,0,*,VOLUME OF TRADES (000'S),GNMA,20190607
SINGLE FAMILY 15Y,*,8,8,7,14,0,*,NUMBER OF TRADES,GNMA,20190607
SINGLE FAMILY 30Y,99.8,100.9,102.5,103.7,105.1,105.7,103.7,AVERAGE PRICE,UMBS,20190607
SINGLE FAMILY 30Y,99.8,101,102.3,103.8,105.1,106.3,110.9,WEIGHTED AVG. PRICE,UMBS,20190607
SINGLE FAMILY 30Y,99.8,99.7,100.2,101.1,101.7,100.4,68,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190607
SINGLE FAMILY 30Y,*,100.7,102,103.2,104.5,105.4,102,2ND QUARTILE PRICE,UMBS,20190607
SINGLE FAMILY 30Y,*,100.9,102.6,103.7,104.5,106,105.9,3RD QUARTILE PRICE,UMBS,20190607
SINGLE FAMILY 30Y,*,101.3,102.9,104.3,105.4,106.8,108.9,4TH QUARTILE PRICE,UMBS,20190607
SINGLE FAMILY 30Y,99.8,101.9,104.1,106.1,108.7,109,113.4,AVG. PRICE TOP 5 TRADES,UMBS,20190607
SINGLE FAMILY 30Y,0.1,0.5,0.8,1.1,1.5,2.5,11.5,STANDARD DEVIATION,UMBS,20190607
SINGLE FAMILY 30Y,3324.1,1735955.5,2873093.6,1688530.4,2377899.1,92870,2709,VOLUME OF TRADES (000'S),UMBS,20190607
SINGLE FAMILY 30Y,13,175,372,287,219,74,83,NUMBER OF TRADES,UMBS,20190607
SINGLE FAMILY 30Y,*,100,102.3,104.9,103.6,108.1,104.1,AVERAGE PRICE,FNMA,20190607
SINGLE FAMILY 30Y,*,99.9,101.7,105.3,104.1,108.8,107.1,WEIGHTED AVG. PRICE,FNMA,20190607
SINGLE FAMILY 30Y,*,99.8,101.2,102.2,102.4,107.2,104.1,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190607
SINGLE FAMILY 30Y,*,99.7,101.6,104,102.7,107.8,*,2ND QUARTILE PRICE,FNMA,20190607
SINGLE FAMILY 30Y,*,99.8,102.8,105.4,102.7,109,*,3RD QUARTILE PRICE,FNMA,20190607
SINGLE FAMILY 30Y,*,100.6,103,106.1,106.8,109.4,*,4TH QUARTILE PRICE,FNMA,20190607
SINGLE FAMILY 30Y,*,100.2,103.5,106.2,104.7,109.3,104.1,AVG. PRICE TOP 5 TRADES,FNMA,20190607
SINGLE FAMILY 30Y,*,0.5,0.9,1.4,2.2,1.6,4.2,STANDARD DEVIATION,FNMA,20190607
SINGLE FAMILY 30Y,*,88081.3,357004,123663.7,10652.4,36563.8,455,VOLUME OF TRADES (000'S),FNMA,20190607
SINGLE FAMILY 30Y,*,8,28,33,9,11,6,NUMBER OF TRADES,FNMA,20190607
SINGLE FAMILY 30Y,99.6,100.8,102.2,103.4,104.5,107,104,AVERAGE PRICE,FHLMC,20190607
SINGLE FAMILY 30Y,99.8,100.8,102.8,103.4,104.6,105.9,111.2,WEIGHTED AVG. PRICE,FHLMC,20190607
SINGLE FAMILY 30Y,99.6,99.9,100.5,101.1,101.6,103.3,82.7,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190607
SINGLE FAMILY 30Y,*,100.6,101.8,102.7,104.5,105.6,99.3,2ND QUARTILE PRICE,FHLMC,20190607
SINGLE FAMILY 30Y,*,100.9,102.1,103.4,104.6,109.3,107.9,3RD QUARTILE PRICE,FHLMC,20190607
SINGLE FAMILY 30Y,*,101.2,102.6,104,104.7,109.3,111.7,4TH QUARTILE PRICE,FHLMC,20190607
SINGLE FAMILY 30Y,99.6,101.6,103.9,105.2,107.4,108.3,111.8,AVG. PRICE TOP 5 TRADES,FHLMC,20190607
SINGLE FAMILY 30Y,0.6,0.4,0.7,0.9,1.6,3,10.4,STANDARD DEVIATION,FHLMC,20190607
SINGLE FAMILY 30Y,49855.3,471814.4,688725,1022312,2429172.7,28500.1,5141,VOLUME OF TRADES (000'S),FHLMC,20190607
SINGLE FAMILY 30Y,10,144,182,161,62,24,59,NUMBER OF TRADES,FHLMC,20190607
SINGLE FAMILY 30Y,0,101.5,103.4,104,105.1,103.3,107.1,AVERAGE PRICE,GNMA,20190607
SINGLE FAMILY 30Y,0,101.8,103.3,103.9,104.4,104.4,108.2,WEIGHTED AVG. PRICE,GNMA,20190607
SINGLE FAMILY 30Y,0,100.2,101.1,102.7,102,91.6,84.5,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190607
SINGLE FAMILY 30Y,0,101.7,103,103.8,104.3,103,106.3,2ND QUARTILE PRICE,GNMA,20190607
SINGLE FAMILY 30Y,0,101.8,103.2,103.9,104.7,104.3,108.8,3RD QUARTILE PRICE,GNMA,20190607
SINGLE FAMILY 30Y,0,101.9,104.3,104.1,106,105.3,108.8,4TH QUARTILE PRICE,GNMA,20190607
SINGLE FAMILY 30Y,0,102.1,104.4,106.3,107.9,107.7,113,AVG. PRICE TOP 5 TRADES,GNMA,20190607
SINGLE FAMILY 30Y,0,0.8,0.8,0.9,1.4,3.9,5.7,STANDARD DEVIATION,GNMA,20190607
SINGLE FAMILY 30Y,0,1556694.4,4244300.6,1946525,1507161.7,338595.7,21624.1,VOLUME OF TRADES (000'S),GNMA,20190607
SINGLE FAMILY 30Y,0,50,168,65,92,94,272,NUMBER OF TRADES,GNMA,20190607
SINGLE FAMILY 15Y,99.9,101.5,102.2,102.7,103.2,101.4,106.2,AVERAGE PRICE,UMBS,20190610
SINGLE FAMILY 15Y,100.3,101.7,103.3,104.9,105.9,103.5,110.9,WEIGHTED AVG. PRICE,UMBS,20190610
SINGLE FAMILY 15Y,98.6,100,99.6,100.8,99.8,101.4,102.2,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190610
SINGLE FAMILY 15Y,99.5,101.5,101.7,101.8,101,*,102.1,2ND QUARTILE PRICE,UMBS,20190610
SINGLE FAMILY 15Y,100.1,101.7,102.3,102.5,104.8,*,108,3RD QUARTILE PRICE,UMBS,20190610
SINGLE FAMILY 15Y,100.4,101.8,102.9,103.5,105.8,*,109,4TH QUARTILE PRICE,UMBS,20190610
SINGLE FAMILY 15Y,100.6,102,103.8,105.1,106.7,101.4,109.5,AVG. PRICE TOP 5 TRADES,UMBS,20190610
SINGLE FAMILY 15Y,0.6,0.6,1.2,1.3,2.9,2.1,4.3,STANDARD DEVIATION,UMBS,20190610
SINGLE FAMILY 15Y,290596.3,1033076.8,926296.6,84331.7,33186.6,119.2,5031.5,VOLUME OF TRADES (000'S),UMBS,20190610
SINGLE FAMILY 15Y,36,81,86,56,22,6,20,NUMBER OF TRADES,UMBS,20190610
SINGLE FAMILY 15Y,99.6,101.1,103.4,0,*,0,*,AVERAGE PRICE,FNMA,20190610
SINGLE FAMILY 15Y,99.7,100.9,104.8,0,*,0,*,WEIGHTED AVG. PRICE,FNMA,20190610
SINGLE FAMILY 15Y,99,100,102.6,0,*,0,*,AVG. PRICE BOTTOM 5 TRADES,FNMA,20190610
SINGLE FAMILY 15Y,99.3,100.8,102.9,0,*,0,*,2ND QUARTILE PRICE,FNMA,20190610
SINGLE FAMILY 15Y,100.1,101.5,103,0,*,0,*,3RD QUARTILE PRICE,FNMA,20190610
SINGLE FAMILY 15Y,100.3,102,103.5,0,*,0,*,4TH QUARTILE PRICE,FNMA,20190610
SINGLE FAMILY 15Y,100.2,102.1,104.7,0,*,0,*,AVG. PRICE TOP 5 TRADES,FNMA,20190610
SINGLE FAMILY 15Y,0.7,0.9,1.1,0,*,0,*,STANDARD DEVIATION,FNMA,20190610
SINGLE FAMILY 15Y,31134.5,88285.2,152173.2,0,*,0,*,VOLUME OF TRADES (000'S),FNMA,20190610
SINGLE FAMILY 15Y,11,18,16,0,*,0,*,NUMBER OF TRADES,FNMA,20190610
SINGLE FAMILY 15Y,99.8,101.5,102,103.1,101.3,*,*,AVERAGE PRICE,FHLMC,20190610
SINGLE FAMILY 15Y,99.1,101.9,103.4,103.8,103.8,*,*,WEIGHTED AVG. PRICE,FHLMC,20190610
SINGLE FAMILY 15Y,98.7,100.8,101.2,102.3,99.6,*,*,AVG. PRICE BOTTOM 5 TRADES,FHLMC,20190610
SINGLE FAMILY 15Y,99.2,101.3,101.2,103.3,100.5,*,*,2ND QUARTILE PRICE,FHLMC,20190610
SINGLE FAMILY 15Y,100.4,101.8,101.8,103.5,101.3,*,*,3RD QUARTILE PRICE,FHLMC,20190610
SINGLE FAMILY 15Y,100.5,101.8,102.9,103.6,102.3,*,*,4TH QUARTILE PRICE,FHLMC,20190610
SINGLE FAMILY 15Y,100.6,101.9,103.3,103.7,102.8,*,*,AVG. PRICE TOP 5 TRADES,FHLMC,20190610
SINGLE FAMILY 15Y,0.9,0.6,0.9,0.9,1.3,*,*,STANDARD DEVIATION,FHLMC,20190610
SINGLE FAMILY 15Y,15677.7,11350.7,10327.2,4435.3,957.8,*,*,VOLUME OF TRADES (000'S),FHLMC,20190610
SINGLE FAMILY 15Y,14,23,24,13,20,*,*,NUMBER OF TRADES,FHLMC,20190610
SINGLE FAMILY 15Y,*,101.8,103.1,103.7,0,0,*,AVERAGE PRICE,GNMA,20190610
SINGLE FAMILY 15Y,*,101.8,103.1,104.1,0,0,*,WEIGHTED AVG. PRICE,GNMA,20190610
SINGLE FAMILY 15Y,*,101.7,103,103.7,0,0,*,AVG. PRICE BOTTOM 5 TRADES,GNMA,20190610
SINGLE FAMILY 15Y,*,101.8,103.1,*,0,0,*,2ND QUARTILE PRICE,GNMA,20190610
SINGLE FAMILY 15Y,*,101.8,103.1,*,0,0,*,3RD QUARTILE PRICE,GNMA,20190610
SINGLE FAMILY 15Y,*,101.9,103.2,*,0,0,*,4TH QUARTILE PRICE,GNMA,20190610
SINGLE FAMILY 15Y,*,101.8,103.2,103.7,0,0,*,AVG. PRICE TOP 5 TRADES,GNMA,20190610
SINGLE FAMILY 15Y,*,0.1,0.1,0.7,0,0,*,STANDARD DEVIATION,GNMA,20190610
SINGLE FAMILY 15Y,*,10090,16398.7,3633.7,0,0,*,VOLUME OF TRADES (000'S),GNMA,20190610
SINGLE FAMILY 15Y,*,7,12,5,0,0,*,NUMBER OF TRADES,GNMA,20190610
SINGLE FAMILY 30Y,*,100.5,102.2,103.8,104.7,106.2,103.3,AVERAGE PRICE,UMBS,20190610
SINGLE FAMILY 30Y,*,100.7,102.1,103.7,105.2,107.8,112,WEIGHTED AVG. PRICE,UMBS,20190610
SINGLE FAMILY 30Y,*,99.7,100.1,101,101.5,104.8,89.2,AVG. PRICE BOTTOM 5 TRADES,UMBS,20190610
SINGLE FAMILY 30Y,*,100.1,101.8,102.9,104.2,105,100,2ND QUARTILE PRICE,UMBS,20190610
